========================================
General Configuration:
	Wighting: MoDo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 4
	Device: cuda:4
MoDo Configuration:
	weighting: MoDo
	gamma_modo: 0.001
	rho_modo: 0.0
	modo_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.0001
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 2.1691 0.5240 | 1.3454 0.8341 | 1.5158 0.7927 | Time: 148.9934 | VAL: 1.4097 0.7790 | 0.8829 0.9775 | 0.9442 0.9597 | Time: 4.1613 | TEST: 1.4661 0.7487 | 0.9469 0.9344 | 1.0839 0.9278 | Time: 5.2651
Epoch: 0001 | TRAIN: 0.9375 0.8681 | 0.2739 1.0000 | 0.3452 0.9994 | Time: 147.2157 | VAL: 0.9875 0.8551 | 0.6364 0.9888 | 0.6243 0.9664 | Time: 4.2041 | TEST: 1.0381 0.8325 | 0.7091 0.9426 | 0.7286 0.9556 | Time: 5.0550
Epoch: 0002 | TRAIN: 0.4553 0.9639 | 0.1289 1.0000 | 0.1506 1.0000 | Time: 147.9926 | VAL: 0.8206 0.8732 | 0.5499 0.9888 | 0.5111 0.9799 | Time: 4.1392 | TEST: 0.8753 0.8530 | 0.6333 0.9590 | 0.6068 0.9667 | Time: 4.6248
Epoch: 0003 | TRAIN: 0.2192 0.9949 | 0.0765 1.0000 | 0.0895 1.0000 | Time: 148.7645 | VAL: 0.7534 0.8732 | 0.5136 0.9888 | 0.4635 0.9799 | Time: 4.1049 | TEST: 0.8097 0.8530 | 0.6008 0.9590 | 0.5501 0.9722 | Time: 4.9242
Epoch: 0004 | TRAIN: 0.1218 0.9994 | 0.0526 1.0000 | 0.0615 1.0000 | Time: 148.2522 | VAL: 0.7223 0.8641 | 0.4974 0.9775 | 0.4387 0.9799 | Time: 3.9591 | TEST: 0.7725 0.8547 | 0.5820 0.9590 | 0.5216 0.9722 | Time: 5.0581
Epoch: 0005 | TRAIN: 0.0800 1.0000 | 0.0401 1.0000 | 0.0456 1.0000 | Time: 147.8827 | VAL: 0.6973 0.8678 | 0.4702 0.9888 | 0.4090 0.9732 | Time: 4.0651 | TEST: 0.7479 0.8479 | 0.5532 0.9590 | 0.5055 0.9722 | Time: 4.7606
Epoch: 0006 | TRAIN: 0.0554 1.0000 | 0.0306 1.0000 | 0.0353 1.0000 | Time: 148.5695 | VAL: 0.6647 0.8678 | 0.4462 0.9888 | 0.3791 0.9799 | Time: 4.1687 | TEST: 0.7172 0.8598 | 0.5441 0.9590 | 0.4600 0.9722 | Time: 4.7317
Epoch: 0007 | TRAIN: 0.0465 1.0000 | 0.0248 1.0000 | 0.0269 1.0000 | Time: 147.0456 | VAL: 0.6490 0.8732 | 0.4500 0.9888 | 0.3818 0.9866 | Time: 3.9667 | TEST: 0.7028 0.8564 | 0.5377 0.9508 | 0.4744 0.9722 | Time: 4.8863
Epoch: 0008 | TRAIN: 0.0373 1.0000 | 0.0202 1.0000 | 0.0230 1.0000 | Time: 147.4530 | VAL: 0.6465 0.8696 | 0.4280 0.9888 | 0.3596 0.9866 | Time: 4.1879 | TEST: 0.7017 0.8479 | 0.5107 0.9672 | 0.4436 0.9722 | Time: 4.7222
Epoch: 0009 | TRAIN: 0.0300 1.0000 | 0.0177 1.0000 | 0.0195 1.0000 | Time: 148.3595 | VAL: 0.6379 0.8696 | 0.4216 0.9888 | 0.3381 0.9799 | Time: 3.9154 | TEST: 0.6791 0.8581 | 0.5130 0.9590 | 0.4292 0.9722 | Time: 5.1197
Epoch: 0010 | TRAIN: 0.0244 1.0000 | 0.0150 1.0000 | 0.0168 1.0000 | Time: 148.9235 | VAL: 0.6226 0.8732 | 0.4288 0.9888 | 0.3380 0.9732 | Time: 4.2464 | TEST: 0.6720 0.8513 | 0.5096 0.9590 | 0.4328 0.9722 | Time: 5.0280
Epoch: 0011 | TRAIN: 0.0230 1.0000 | 0.0128 1.0000 | 0.0147 1.0000 | Time: 149.4108 | VAL: 0.6220 0.8732 | 0.4155 0.9888 | 0.3320 0.9799 | Time: 4.0576 | TEST: 0.6644 0.8530 | 0.4969 0.9590 | 0.4264 0.9722 | Time: 4.8535
Epoch: 0012 | TRAIN: 0.0188 1.0000 | 0.0112 1.0000 | 0.0129 1.0000 | Time: 148.8106 | VAL: 0.6149 0.8678 | 0.3913 0.9888 | 0.3147 0.9866 | Time: 4.2582 | TEST: 0.6601 0.8513 | 0.4916 0.9590 | 0.4063 0.9722 | Time: 5.0348
Epoch: 0013 | TRAIN: 0.0180 1.0000 | 0.0101 1.0000 | 0.0110 1.0000 | Time: 148.4032 | VAL: 0.6133 0.8659 | 0.4069 0.9888 | 0.3031 0.9933 | Time: 4.2174 | TEST: 0.6596 0.8513 | 0.4948 0.9590 | 0.3989 0.9722 | Time: 4.7881
Epoch: 0014 | TRAIN: 0.0152 1.0000 | 0.0090 1.0000 | 0.0098 1.0000 | Time: 148.4804 | VAL: 0.6081 0.8641 | 0.3944 0.9888 | 0.3012 0.9866 | Time: 4.0931 | TEST: 0.6504 0.8530 | 0.4884 0.9590 | 0.3856 0.9722 | Time: 4.8776
Epoch: 0015 | TRAIN: 0.0137 1.0000 | 0.0082 1.0000 | 0.0094 1.0000 | Time: 148.6120 | VAL: 0.6049 0.8659 | 0.3931 0.9888 | 0.3053 0.9866 | Time: 4.0007 | TEST: 0.6508 0.8444 | 0.4904 0.9590 | 0.3958 0.9722 | Time: 5.0293
Epoch: 0016 | TRAIN: 0.0129 1.0000 | 0.0073 1.0000 | 0.0085 1.0000 | Time: 147.9717 | VAL: 0.6008 0.8696 | 0.3858 0.9888 | 0.2977 0.9866 | Time: 4.0788 | TEST: 0.6408 0.8462 | 0.4747 0.9672 | 0.3951 0.9722 | Time: 4.7170
Epoch: 0017 | TRAIN: 0.0112 1.0000 | 0.0070 1.0000 | 0.0078 1.0000 | Time: 148.6531 | VAL: 0.5956 0.8659 | 0.3833 0.9888 | 0.2870 0.9866 | Time: 4.3255 | TEST: 0.6359 0.8581 | 0.4721 0.9590 | 0.3790 0.9722 | Time: 5.0959
Epoch: 0018 | TRAIN: 0.0100 1.0000 | 0.0062 1.0000 | 0.0070 1.0000 | Time: 147.9082 | VAL: 0.5934 0.8605 | 0.3733 0.9888 | 0.2865 0.9799 | Time: 4.3285 | TEST: 0.6374 0.8427 | 0.4631 0.9590 | 0.3768 0.9722 | Time: 5.1890
Epoch: 0019 | TRAIN: 0.0092 1.0000 | 0.0061 1.0000 | 0.0060 1.0000 | Time: 149.3159 | VAL: 0.5857 0.8714 | 0.3777 0.9888 | 0.2883 0.9933 | Time: 4.4052 | TEST: 0.6328 0.8479 | 0.4681 0.9590 | 0.3728 0.9722 | Time: 5.1978
Epoch: 0020 | TRAIN: 0.0084 1.0000 | 0.0052 1.0000 | 0.0061 1.0000 | Time: 148.8742 | VAL: 0.5908 0.8696 | 0.3788 0.9888 | 0.2762 0.9866 | Time: 4.3529 | TEST: 0.6344 0.8444 | 0.4606 0.9590 | 0.3697 0.9722 | Time: 5.1032
Epoch: 0021 | TRAIN: 0.0078 1.0000 | 0.0047 1.0000 | 0.0054 1.0000 | Time: 147.7789 | VAL: 0.5879 0.8732 | 0.3731 0.9888 | 0.2728 0.9933 | Time: 4.1426 | TEST: 0.6342 0.8547 | 0.4655 0.9590 | 0.3617 0.9667 | Time: 4.8607
Epoch: 0022 | TRAIN: 0.0078 1.0000 | 0.0043 1.0000 | 0.0050 1.0000 | Time: 148.1245 | VAL: 0.5826 0.8641 | 0.3653 0.9888 | 0.2730 0.9799 | Time: 4.2234 | TEST: 0.6235 0.8479 | 0.4511 0.9590 | 0.3588 0.9667 | Time: 4.8662
Epoch: 0023 | TRAIN: 0.0070 1.0000 | 0.0040 1.0000 | 0.0045 1.0000 | Time: 148.9336 | VAL: 0.5794 0.8659 | 0.3596 0.9888 | 0.2623 0.9933 | Time: 3.9481 | TEST: 0.6234 0.8479 | 0.4514 0.9590 | 0.3496 0.9722 | Time: 4.7928
Epoch: 0024 | TRAIN: 0.0067 1.0000 | 0.0039 1.0000 | 0.0042 1.0000 | Time: 148.5442 | VAL: 0.5801 0.8659 | 0.3595 1.0000 | 0.2656 0.9933 | Time: 4.2884 | TEST: 0.6238 0.8462 | 0.4542 0.9590 | 0.3511 0.9667 | Time: 4.8685
Epoch: 0025 | TRAIN: 0.0057 1.0000 | 0.0036 1.0000 | 0.0041 1.0000 | Time: 148.3148 | VAL: 0.5737 0.8696 | 0.3544 0.9888 | 0.2638 1.0000 | Time: 4.0223 | TEST: 0.6154 0.8530 | 0.4463 0.9590 | 0.3556 0.9667 | Time: 4.8068
Epoch: 0026 | TRAIN: 0.0057 1.0000 | 0.0032 1.0000 | 0.0041 1.0000 | Time: 147.5515 | VAL: 0.5799 0.8641 | 0.3508 0.9888 | 0.2631 0.9933 | Time: 3.9216 | TEST: 0.6191 0.8513 | 0.4510 0.9590 | 0.3495 0.9611 | Time: 4.8331
Epoch: 0027 | TRAIN: 0.0050 1.0000 | 0.0031 1.0000 | 0.0035 1.0000 | Time: 147.7478 | VAL: 0.5808 0.8659 | 0.3498 0.9888 | 0.2531 0.9866 | Time: 4.2951 | TEST: 0.6237 0.8410 | 0.4497 0.9590 | 0.3308 0.9667 | Time: 5.0030
