Namespace(batch_size=64, beta_moco=0.1, gamma_moco=0.1, gamma_modo=0.01, lr=0.025, moo_method='MoDo', num_epochs=1000, rho_moco=0.0, rho_modo=0.0, seed=3)

==================================================
Model parameter count per layer
==================================================
fc1.weight 	: 401408
fc1.bias 	: 512
fc2.weight 	: 5120
fc2.bias 	: 10
Total number of parametrs : 407050
--------------------------------------------------

==================================================
LOG FORMAT: Epoch: EPOCH | Descent Error: DESC ERROR
==================================================
Epoch:      0 | Descent Error: 0.5322921276
Epoch:     50 | Descent Error: 0.3815138191
Epoch:    100 | Descent Error: 0.2986652553
Epoch:    150 | Descent Error: 0.2472150922
Epoch:    200 | Descent Error: 0.2109287649
Epoch:    250 | Descent Error: 0.1833424338
Epoch:    300 | Descent Error: 0.1619301715
Epoch:    350 | Descent Error: 0.1448318579
Epoch:    400 | Descent Error: 0.13087175
Epoch:    450 | Descent Error: 0.1193143404
Epoch:    500 | Descent Error: 0.1097400287
Epoch:    550 | Descent Error: 0.1017406099
Epoch:    600 | Descent Error: 0.0949610345
