========================================
General Configuration:
	Wighting: MoDo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoDo Configuration:
	weighting: MoDo
	gamma_modo: 0.1
	rho_modo: 0.1
	modo_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.01
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 3.7682 0.0652 | 3.3332 0.1070 | 3.3955 0.0962 | Time: 129.5225 | VAL: 13.5558 0.0362 | 7.1184 0.0562 | 4.1589 0.1074 | Time: 2.5921 | TEST: 11.0235 0.0427 | 7.0214 0.0492 | 4.2443 0.0944 | Time: 3.1054
Epoch: 0001 | TRAIN: 3.3994 0.1241 | 2.4454 0.2861 | 2.6583 0.2212 | Time: 129.4213 | VAL: 6.6999 0.0362 | 3.8385 0.1798 | 2.3306 0.2550 | Time: 2.6299 | TEST: 6.1512 0.0342 | 3.9291 0.1393 | 2.2842 0.3000 | Time: 3.0136
Epoch: 0002 | TRAIN: 2.9623 0.1884 | 1.4192 0.5487 | 1.9350 0.4011 | Time: 131.4703 | VAL: 4.2995 0.0942 | 5.4382 0.1685 | 1.7784 0.4966 | Time: 2.5318 | TEST: 4.4573 0.0872 | 5.5554 0.1148 | 1.9996 0.4222 | Time: 3.0251
Epoch: 0003 | TRAIN: 2.5712 0.2692 | 0.7650 0.7524 | 1.3659 0.5613 | Time: 129.4383 | VAL: 3.7777 0.1812 | 5.2860 0.1124 | 1.5048 0.5705 | Time: 2.6562 | TEST: 3.8148 0.1470 | 5.3909 0.1475 | 1.7117 0.4944 | Time: 2.9672
Epoch: 0004 | TRAIN: 2.2499 0.3573 | 0.4530 0.8687 | 0.9238 0.7025 | Time: 130.1534 | VAL: 4.2887 0.1449 | 4.5162 0.2247 | 1.0345 0.6980 | Time: 2.5163 | TEST: 4.4430 0.1179 | 4.4872 0.2459 | 1.3443 0.5556 | Time: 3.1115
Epoch: 0005 | TRAIN: 1.9831 0.4342 | 0.2521 0.9279 | 0.5935 0.8056 | Time: 129.2763 | VAL: 5.3958 0.1467 | 5.6500 0.1798 | 1.4002 0.6443 | Time: 2.6591 | TEST: 5.5358 0.1231 | 5.7915 0.2049 | 1.7857 0.5500 | Time: 3.1170
Epoch: 0006 | TRAIN: 1.7208 0.4883 | 0.1361 0.9645 | 0.4034 0.8711 | Time: 130.1952 | VAL: 4.0935 0.2011 | 3.9571 0.3371 | 0.9233 0.7584 | Time: 2.5436 | TEST: 4.1748 0.1949 | 4.1522 0.3197 | 1.1693 0.7056 | Time: 3.0620
Epoch: 0007 | TRAIN: 1.4400 0.5709 | 0.0878 0.9763 | 0.2141 0.9357 | Time: 129.1590 | VAL: 5.1024 0.1957 | 4.0793 0.2921 | 0.8438 0.7785 | Time: 2.6127 | TEST: 5.2067 0.1846 | 3.8410 0.2787 | 1.1482 0.6722 | Time: 3.0032
Epoch: 0008 | TRAIN: 1.2508 0.6196 | 0.0480 0.9892 | 0.1379 0.9573 | Time: 129.9503 | VAL: 5.5937 0.2319 | 3.5612 0.3708 | 0.7971 0.7987 | Time: 2.6410 | TEST: 5.6027 0.2103 | 3.5466 0.4344 | 1.2552 0.7056 | Time: 3.1127
Epoch: 0009 | TRAIN: 1.0209 0.6842 | 0.0384 0.9910 | 0.0851 0.9760 | Time: 129.7359 | VAL: 6.0679 0.1902 | 4.9041 0.2584 | 0.5082 0.8725 | Time: 2.4541 | TEST: 6.3714 0.1556 | 4.6679 0.3689 | 0.9462 0.8111 | Time: 3.3988
Epoch: 0010 | TRAIN: 0.8864 0.7242 | 0.0207 0.9958 | 0.0613 0.9838 | Time: 130.7004 | VAL: 7.1552 0.1612 | 4.7434 0.2809 | 0.7909 0.8188 | Time: 2.4798 | TEST: 7.3296 0.1573 | 4.3903 0.3934 | 1.1467 0.7667 | Time: 3.1452
