========================================
General Configuration:
	Wighting: MoDo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoDo Configuration:
	weighting: MoDo
	gamma_modo: 0.01
	rho_modo: 0.1
	modo_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.001
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 1.3143 0.6851 | 0.5581 0.9231 | 0.6070 0.8996 | Time: 116.5521 | VAL: 0.9445 0.7591 | 0.1772 0.9888 | 0.2060 0.9597 | Time: 2.4062 | TEST: 0.9161 0.7880 | 0.2324 0.9672 | 0.2242 0.9556 | Time: 2.8534
Epoch: 0001 | TRAIN: 0.2718 0.9453 | 0.0290 1.0000 | 0.0337 0.9997 | Time: 116.7628 | VAL: 0.8029 0.7989 | 0.1572 0.9888 | 0.1342 0.9732 | Time: 2.4072 | TEST: 0.7795 0.7932 | 0.1405 0.9836 | 0.1935 0.9611 | Time: 2.8797
Epoch: 0002 | TRAIN: 0.0971 0.9808 | 0.0129 1.0000 | 0.0142 1.0000 | Time: 116.6413 | VAL: 0.8323 0.7989 | 0.1099 0.9888 | 0.1525 0.9799 | Time: 2.3961 | TEST: 0.7845 0.8085 | 0.1377 0.9754 | 0.1459 0.9722 | Time: 2.8785
Epoch: 0003 | TRAIN: 0.0762 0.9829 | 0.0080 1.0000 | 0.0101 1.0000 | Time: 116.5224 | VAL: 0.8385 0.7880 | 0.0774 0.9888 | 0.1438 0.9664 | Time: 2.4278 | TEST: 0.8155 0.8068 | 0.0657 0.9918 | 0.1346 0.9611 | Time: 2.8664
Epoch: 0004 | TRAIN: 0.0989 0.9772 | 0.0095 0.9997 | 0.0144 0.9982 | Time: 116.5295 | VAL: 0.9772 0.7681 | 0.1071 1.0000 | 0.1149 0.9799 | Time: 2.4338 | TEST: 0.8828 0.7829 | 0.1239 0.9754 | 0.1330 0.9611 | Time: 2.8857
Epoch: 0005 | TRAIN: 0.1488 0.9573 | 0.0202 0.9967 | 0.0216 0.9985 | Time: 116.3723 | VAL: 0.9678 0.7591 | 0.3029 0.9438 | 0.1519 0.9530 | Time: 2.3921 | TEST: 0.9727 0.7436 | 0.1602 0.9508 | 0.1728 0.9722 | Time: 2.8244
Epoch: 0006 | TRAIN: 0.0942 0.9745 | 0.0056 1.0000 | 0.0074 0.9997 | Time: 116.3223 | VAL: 0.9198 0.7880 | 0.0749 0.9888 | 0.1231 0.9732 | Time: 2.3897 | TEST: 0.8803 0.7897 | 0.0898 0.9754 | 0.1122 0.9722 | Time: 2.8854
Epoch: 0007 | TRAIN: 0.0517 0.9895 | 0.0026 1.0000 | 0.0037 1.0000 | Time: 116.3962 | VAL: 0.8791 0.7917 | 0.0409 0.9888 | 0.0801 0.9799 | Time: 2.4211 | TEST: 0.8189 0.7897 | 0.0526 0.9836 | 0.0861 0.9722 | Time: 2.9080
Epoch: 0008 | TRAIN: 0.0108 0.9991 | 0.0010 1.0000 | 0.0014 1.0000 | Time: 116.5079 | VAL: 0.8128 0.8116 | 0.0640 0.9775 | 0.0679 0.9866 | Time: 2.3860 | TEST: 0.7365 0.8205 | 0.0312 1.0000 | 0.0688 0.9778 | Time: 2.8862
Epoch: 0009 | TRAIN: 0.0044 0.9997 | 0.0008 1.0000 | 0.0008 1.0000 | Time: 116.2237 | VAL: 0.7990 0.8116 | 0.0379 0.9888 | 0.0674 0.9866 | Time: 2.3627 | TEST: 0.7103 0.8205 | 0.0287 1.0000 | 0.0720 0.9778 | Time: 2.8449
Epoch: 0010 | TRAIN: 0.0022 1.0000 | 0.0005 1.0000 | 0.0006 1.0000 | Time: 116.4403 | VAL: 0.8007 0.8225 | 0.0449 0.9888 | 0.0755 0.9866 | Time: 2.4358 | TEST: 0.7254 0.8308 | 0.0240 1.0000 | 0.0746 0.9722 | Time: 2.8313
Epoch: 0011 | TRAIN: 0.0066 0.9988 | 0.0005 1.0000 | 0.0011 0.9997 | Time: 116.4664 | VAL: 0.8655 0.8043 | 0.0312 0.9888 | 0.0821 0.9866 | Time: 2.4270 | TEST: 0.7659 0.8205 | 0.0992 0.9754 | 0.0708 0.9833 | Time: 2.8789
Epoch: 0012 | TRAIN: 0.0683 0.9838 | 0.0035 0.9997 | 0.0074 0.9988 | Time: 116.4456 | VAL: 1.4104 0.6866 | 0.2789 0.9101 | 0.3199 0.9396 | Time: 2.3754 | TEST: 1.2177 0.7128 | 0.4235 0.8770 | 0.3170 0.9056 | Time: 2.8224
Epoch: 0013 | TRAIN: 0.2472 0.9267 | 0.0260 0.9949 | 0.0442 0.9904 | Time: 116.6747 | VAL: 1.5745 0.6322 | 0.1791 0.9326 | 0.2818 0.9060 | Time: 2.4151 | TEST: 1.5896 0.6085 | 0.1347 0.9590 | 0.3645 0.9167 | Time: 2.8646
Epoch: 0014 | TRAIN: 0.1425 0.9588 | 0.0101 0.9985 | 0.0225 0.9970 | Time: 116.6349 | VAL: 0.9593 0.7663 | 0.0529 0.9775 | 0.0667 0.9866 | Time: 2.4262 | TEST: 0.8625 0.7863 | 0.0870 0.9754 | 0.1191 0.9667 | Time: 2.8722
Epoch: 0015 | TRAIN: 0.0437 0.9898 | 0.0015 1.0000 | 0.0021 1.0000 | Time: 116.6690 | VAL: 0.9574 0.7844 | 0.0765 0.9663 | 0.0994 0.9597 | Time: 2.4359 | TEST: 0.9070 0.7846 | 0.0694 0.9918 | 0.1209 0.9667 | Time: 2.9000
Epoch: 0016 | TRAIN: 0.0164 0.9958 | 0.0010 1.0000 | 0.0010 1.0000 | Time: 116.7307 | VAL: 1.0162 0.7772 | 0.0287 0.9888 | 0.0915 0.9664 | Time: 2.4147 | TEST: 0.8972 0.7778 | 0.0655 0.9836 | 0.0829 0.9722 | Time: 2.9098
Epoch: 0017 | TRAIN: 0.0073 0.9985 | 0.0007 1.0000 | 0.0008 1.0000 | Time: 116.9236 | VAL: 1.0540 0.7899 | 0.0180 0.9888 | 0.0642 0.9799 | Time: 2.4231 | TEST: 0.9429 0.7880 | 0.0596 0.9836 | 0.0735 0.9778 | Time: 2.8894
Epoch: 0018 | TRAIN: 0.0065 0.9985 | 0.0004 1.0000 | 0.0006 1.0000 | Time: 116.6678 | VAL: 0.9787 0.7953 | 0.0098 1.0000 | 0.0867 0.9530 | Time: 2.4081 | TEST: 0.9264 0.7846 | 0.0619 0.9836 | 0.0908 0.9722 | Time: 2.8906
Epoch: 0019 | TRAIN: 0.0097 0.9985 | 0.0003 1.0000 | 0.0004 1.0000 | Time: 116.5476 | VAL: 1.0728 0.7844 | 0.0114 1.0000 | 0.0678 0.9732 | Time: 2.4120 | TEST: 0.9252 0.7932 | 0.0521 0.9918 | 0.0911 0.9778 | Time: 2.8657
Epoch: 0020 | TRAIN: 0.0052 0.9991 | 0.0005 1.0000 | 0.0003 1.0000 | Time: 116.5204 | VAL: 1.0292 0.7826 | 0.0179 1.0000 | 0.0355 0.9933 | Time: 2.3862 | TEST: 0.9407 0.7897 | 0.0469 0.9836 | 0.0589 0.9889 | Time: 2.8521
Epoch: 0021 | TRAIN: 0.0059 0.9988 | 0.0003 1.0000 | 0.0004 1.0000 | Time: 116.5552 | VAL: 1.0619 0.7754 | 0.0272 0.9888 | 0.0436 0.9866 | Time: 2.4018 | TEST: 0.9760 0.7812 | 0.0657 0.9836 | 0.1081 0.9722 | Time: 2.8343
Epoch: 0022 | TRAIN: 0.0315 0.9913 | 0.0015 0.9997 | 0.0023 0.9991 | Time: 116.5244 | VAL: 1.2269 0.7373 | 0.1722 0.9551 | 0.2391 0.9530 | Time: 2.3848 | TEST: 1.2035 0.7521 | 0.2068 0.9508 | 0.2499 0.9278 | Time: 2.8300
Epoch: 0023 | TRAIN: 0.2035 0.9393 | 0.0338 0.9925 | 0.0416 0.9904 | Time: 116.3900 | VAL: 1.4031 0.6830 | 0.1181 0.9551 | 0.2246 0.9329 | Time: 2.3638 | TEST: 1.3411 0.6735 | 0.2797 0.9344 | 0.3008 0.9056 | Time: 2.8193
