========================================
General Configuration:
	Wighting: MoDo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoDo Configuration:
	weighting: MoDo
	gamma_modo: 0.01
	rho_modo: 1.0
	modo_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.0001
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 2.1289 0.5517 | 1.3807 0.8221 | 1.5659 0.7680 | Time: 117.0142 | VAL: 1.4121 0.7754 | 0.8799 1.0000 | 1.0469 0.9329 | Time: 2.3725 | TEST: 1.4214 0.7829 | 0.9481 0.9508 | 1.1541 0.9500 | Time: 2.8232
Epoch: 0001 | TRAIN: 0.9053 0.8822 | 0.2543 1.0000 | 0.3571 0.9994 | Time: 116.5383 | VAL: 1.0718 0.8207 | 0.5882 1.0000 | 0.6390 0.9732 | Time: 2.3712 | TEST: 1.0839 0.8291 | 0.6614 0.9508 | 0.7317 0.9556 | Time: 2.8359
Epoch: 0002 | TRAIN: 0.4829 0.9603 | 0.1193 1.0000 | 0.1476 1.0000 | Time: 116.9017 | VAL: 0.8998 0.8424 | 0.5104 1.0000 | 0.5027 0.9799 | Time: 2.3905 | TEST: 0.9184 0.8342 | 0.5996 0.9754 | 0.5928 0.9611 | Time: 2.8578
Epoch: 0003 | TRAIN: 0.2475 0.9928 | 0.0715 1.0000 | 0.0896 1.0000 | Time: 116.5382 | VAL: 0.8265 0.8496 | 0.4932 1.0000 | 0.4567 0.9799 | Time: 2.3911 | TEST: 0.8481 0.8342 | 0.5915 0.9672 | 0.5494 0.9667 | Time: 2.8087
Epoch: 0004 | TRAIN: 0.1316 0.9994 | 0.0525 1.0000 | 0.0617 1.0000 | Time: 116.6987 | VAL: 0.7665 0.8496 | 0.4688 1.0000 | 0.3897 0.9799 | Time: 2.3877 | TEST: 0.7887 0.8393 | 0.5577 0.9754 | 0.4903 0.9556 | Time: 2.8376
Epoch: 0005 | TRAIN: 0.0839 1.0000 | 0.0384 1.0000 | 0.0457 1.0000 | Time: 116.7766 | VAL: 0.7377 0.8496 | 0.4547 1.0000 | 0.3877 0.9866 | Time: 2.4273 | TEST: 0.7464 0.8359 | 0.5574 0.9672 | 0.4856 0.9667 | Time: 2.8627
Epoch: 0006 | TRAIN: 0.0609 1.0000 | 0.0300 1.0000 | 0.0332 1.0000 | Time: 116.4660 | VAL: 0.7134 0.8496 | 0.4393 1.0000 | 0.3742 0.9799 | Time: 2.3819 | TEST: 0.7323 0.8325 | 0.5412 0.9590 | 0.4708 0.9556 | Time: 2.8269
Epoch: 0007 | TRAIN: 0.0460 1.0000 | 0.0252 1.0000 | 0.0281 1.0000 | Time: 116.6923 | VAL: 0.6971 0.8478 | 0.4253 1.0000 | 0.3561 0.9866 | Time: 2.3869 | TEST: 0.7117 0.8376 | 0.5299 0.9672 | 0.4508 0.9611 | Time: 2.8205
Epoch: 0008 | TRAIN: 0.0366 1.0000 | 0.0203 1.0000 | 0.0233 1.0000 | Time: 117.0104 | VAL: 0.6710 0.8514 | 0.4373 1.0000 | 0.3392 0.9799 | Time: 2.3602 | TEST: 0.6941 0.8444 | 0.5283 0.9590 | 0.4255 0.9556 | Time: 2.8349
Epoch: 0009 | TRAIN: 0.0296 1.0000 | 0.0178 1.0000 | 0.0197 1.0000 | Time: 116.6181 | VAL: 0.6631 0.8551 | 0.4325 1.0000 | 0.3303 0.9866 | Time: 2.4094 | TEST: 0.6830 0.8427 | 0.5144 0.9590 | 0.4198 0.9667 | Time: 2.8697
Epoch: 0010 | TRAIN: 0.0245 1.0000 | 0.0150 1.0000 | 0.0168 1.0000 | Time: 116.7638 | VAL: 0.6599 0.8533 | 0.4111 1.0000 | 0.3280 0.9799 | Time: 2.3792 | TEST: 0.6727 0.8427 | 0.5094 0.9672 | 0.4178 0.9667 | Time: 2.8412
Epoch: 0011 | TRAIN: 0.0207 1.0000 | 0.0134 1.0000 | 0.0146 1.0000 | Time: 116.5942 | VAL: 0.6333 0.8659 | 0.4101 1.0000 | 0.3190 0.9799 | Time: 2.3801 | TEST: 0.6609 0.8410 | 0.5068 0.9590 | 0.4075 0.9667 | Time: 2.8084
Epoch: 0012 | TRAIN: 0.0191 1.0000 | 0.0115 1.0000 | 0.0121 1.0000 | Time: 116.7560 | VAL: 0.6464 0.8514 | 0.4031 1.0000 | 0.3139 0.9866 | Time: 2.3783 | TEST: 0.6686 0.8376 | 0.5014 0.9590 | 0.4092 0.9611 | Time: 2.8291
Epoch: 0013 | TRAIN: 0.0169 1.0000 | 0.0101 1.0000 | 0.0115 1.0000 | Time: 116.8349 | VAL: 0.6400 0.8605 | 0.4058 1.0000 | 0.3069 0.9866 | Time: 2.3846 | TEST: 0.6553 0.8444 | 0.5003 0.9672 | 0.3947 0.9667 | Time: 2.8265
Epoch: 0014 | TRAIN: 0.0154 1.0000 | 0.0092 1.0000 | 0.0101 1.0000 | Time: 116.3633 | VAL: 0.6294 0.8551 | 0.3959 1.0000 | 0.2843 0.9866 | Time: 2.3882 | TEST: 0.6515 0.8444 | 0.4874 0.9590 | 0.3682 0.9667 | Time: 2.8251
Epoch: 0015 | TRAIN: 0.0133 1.0000 | 0.0087 1.0000 | 0.0093 1.0000 | Time: 116.6465 | VAL: 0.6292 0.8514 | 0.3965 1.0000 | 0.2911 0.9866 | Time: 2.4225 | TEST: 0.6544 0.8479 | 0.4815 0.9508 | 0.3814 0.9611 | Time: 2.8897
Epoch: 0016 | TRAIN: 0.0118 1.0000 | 0.0077 1.0000 | 0.0080 1.0000 | Time: 117.1570 | VAL: 0.6278 0.8514 | 0.3881 1.0000 | 0.2743 0.9866 | Time: 2.4341 | TEST: 0.6539 0.8444 | 0.4788 0.9672 | 0.3675 0.9722 | Time: 2.8646
Epoch: 0017 | TRAIN: 0.0105 1.0000 | 0.0072 1.0000 | 0.0074 1.0000 | Time: 116.6570 | VAL: 0.6238 0.8533 | 0.3964 1.0000 | 0.2726 0.9866 | Time: 2.4133 | TEST: 0.6464 0.8393 | 0.4784 0.9590 | 0.3627 0.9722 | Time: 2.8909
Epoch: 0018 | TRAIN: 0.0099 1.0000 | 0.0063 1.0000 | 0.0069 1.0000 | Time: 117.0204 | VAL: 0.6184 0.8514 | 0.3817 0.9775 | 0.2793 0.9799 | Time: 2.4159 | TEST: 0.6391 0.8496 | 0.4684 0.9590 | 0.3564 0.9722 | Time: 2.8568
Epoch: 0019 | TRAIN: 0.0089 1.0000 | 0.0057 1.0000 | 0.0064 1.0000 | Time: 117.0247 | VAL: 0.6196 0.8496 | 0.3776 1.0000 | 0.2751 0.9866 | Time: 2.3742 | TEST: 0.6312 0.8462 | 0.4592 0.9590 | 0.3540 0.9722 | Time: 2.8118
Epoch: 0020 | TRAIN: 0.0085 1.0000 | 0.0053 1.0000 | 0.0060 1.0000 | Time: 116.0484 | VAL: 0.6241 0.8533 | 0.3785 0.9888 | 0.2660 0.9799 | Time: 2.4322 | TEST: 0.6311 0.8444 | 0.4576 0.9672 | 0.3436 0.9722 | Time: 2.8794
Epoch: 0021 | TRAIN: 0.0078 1.0000 | 0.0052 1.0000 | 0.0057 1.0000 | Time: 116.8907 | VAL: 0.6120 0.8533 | 0.3575 0.9888 | 0.2629 0.9866 | Time: 2.4163 | TEST: 0.6233 0.8479 | 0.4475 0.9672 | 0.3471 0.9611 | Time: 2.8761
Epoch: 0022 | TRAIN: 0.0071 1.0000 | 0.0047 1.0000 | 0.0049 1.0000 | Time: 116.5455 | VAL: 0.6058 0.8551 | 0.3538 1.0000 | 0.2587 0.9866 | Time: 2.3546 | TEST: 0.6123 0.8479 | 0.4376 0.9672 | 0.3480 0.9667 | Time: 2.8186
Epoch: 0023 | TRAIN: 0.0065 1.0000 | 0.0043 1.0000 | 0.0046 1.0000 | Time: 116.6047 | VAL: 0.6163 0.8569 | 0.3610 0.9888 | 0.2648 0.9866 | Time: 2.4256 | TEST: 0.6223 0.8462 | 0.4485 0.9508 | 0.3492 0.9667 | Time: 2.8813
Epoch: 0024 | TRAIN: 0.0061 1.0000 | 0.0039 1.0000 | 0.0044 1.0000 | Time: 116.5067 | VAL: 0.6053 0.8496 | 0.3517 1.0000 | 0.2638 0.9866 | Time: 2.3928 | TEST: 0.6125 0.8513 | 0.4392 0.9672 | 0.3451 0.9722 | Time: 2.8412
Epoch: 0025 | TRAIN: 0.0059 1.0000 | 0.0037 1.0000 | 0.0040 1.0000 | Time: 116.0790 | VAL: 0.6054 0.8569 | 0.3557 1.0000 | 0.2472 0.9866 | Time: 2.3767 | TEST: 0.6194 0.8444 | 0.4307 0.9672 | 0.3331 0.9667 | Time: 2.8302
Epoch: 0026 | TRAIN: 0.0056 1.0000 | 0.0035 1.0000 | 0.0038 1.0000 | Time: 116.1844 | VAL: 0.5980 0.8551 | 0.3632 0.9888 | 0.2497 0.9866 | Time: 2.3816 | TEST: 0.6199 0.8410 | 0.4370 0.9672 | 0.3269 0.9667 | Time: 2.8312
Epoch: 0027 | TRAIN: 0.0051 1.0000 | 0.0032 1.0000 | 0.0037 1.0000 | Time: 116.4063 | VAL: 0.5937 0.8587 | 0.3476 1.0000 | 0.2510 0.9866 | Time: 2.4006 | TEST: 0.6113 0.8496 | 0.4229 0.9672 | 0.3230 0.9722 | Time: 2.8530
Epoch: 0028 | TRAIN: 0.0049 1.0000 | 0.0031 1.0000 | 0.0034 1.0000 | Time: 116.5870 | VAL: 0.5974 0.8533 | 0.3474 0.9888 | 0.2379 0.9866 | Time: 2.4287 | TEST: 0.6127 0.8444 | 0.4237 0.9590 | 0.3220 0.9667 | Time: 2.8902
Epoch: 0029 | TRAIN: 0.0044 1.0000 | 0.0028 1.0000 | 0.0032 1.0000 | Time: 116.3346 | VAL: 0.5912 0.8533 | 0.3499 0.9775 | 0.2495 0.9799 | Time: 2.3942 | TEST: 0.6119 0.8547 | 0.4308 0.9508 | 0.3261 0.9667 | Time: 2.8356
Epoch: 0030 | TRAIN: 0.0042 1.0000 | 0.0028 1.0000 | 0.0030 1.0000 | Time: 116.4425 | VAL: 0.5965 0.8587 | 0.3337 0.9888 | 0.2319 0.9866 | Time: 2.3725 | TEST: 0.6087 0.8513 | 0.4175 0.9590 | 0.3061 0.9667 | Time: 2.8289
Epoch: 0031 | TRAIN: 0.0041 1.0000 | 0.0025 1.0000 | 0.0027 1.0000 | Time: 116.2549 | VAL: 0.5911 0.8587 | 0.3333 1.0000 | 0.2357 0.9866 | Time: 2.3887 | TEST: 0.6046 0.8410 | 0.4194 0.9590 | 0.3174 0.9611 | Time: 2.8347
Epoch: 0032 | TRAIN: 0.0039 1.0000 | 0.0024 1.0000 | 0.0028 1.0000 | Time: 116.1203 | VAL: 0.5910 0.8496 | 0.3345 0.9888 | 0.2442 0.9866 | Time: 2.4250 | TEST: 0.6089 0.8462 | 0.4172 0.9672 | 0.3162 0.9722 | Time: 2.8887
Epoch: 0033 | TRAIN: 0.0035 1.0000 | 0.0024 1.0000 | 0.0025 1.0000 | Time: 115.7740 | VAL: 0.5900 0.8587 | 0.3279 1.0000 | 0.2257 0.9866 | Time: 2.3802 | TEST: 0.6056 0.8427 | 0.4079 0.9590 | 0.3002 0.9667 | Time: 2.8562
Epoch: 0034 | TRAIN: 0.0033 1.0000 | 0.0021 1.0000 | 0.0025 1.0000 | Time: 116.1272 | VAL: 0.6043 0.8551 | 0.3222 1.0000 | 0.2245 0.9866 | Time: 2.3980 | TEST: 0.6119 0.8444 | 0.4042 0.9672 | 0.2972 0.9667 | Time: 2.8838
Epoch: 0035 | TRAIN: 0.0031 1.0000 | 0.0020 1.0000 | 0.0022 1.0000 | Time: 116.3962 | VAL: 0.6020 0.8533 | 0.3230 0.9888 | 0.2317 0.9866 | Time: 2.3602 | TEST: 0.6079 0.8444 | 0.4017 0.9754 | 0.2972 0.9722 | Time: 2.8369
Epoch: 0036 | TRAIN: 0.0032 1.0000 | 0.0020 1.0000 | 0.0022 1.0000 | Time: 116.9504 | VAL: 0.5876 0.8551 | 0.3283 0.9888 | 0.2254 0.9866 | Time: 2.3971 | TEST: 0.5969 0.8513 | 0.4043 0.9590 | 0.2950 0.9722 | Time: 2.8488
Epoch: 0037 | TRAIN: 0.0029 1.0000 | 0.0019 1.0000 | 0.0021 1.0000 | Time: 116.7547 | VAL: 0.5984 0.8569 | 0.3322 0.9888 | 0.2316 0.9866 | Time: 2.4038 | TEST: 0.6040 0.8496 | 0.4083 0.9590 | 0.3053 0.9556 | Time: 2.8683
Epoch: 0038 | TRAIN: 0.0027 1.0000 | 0.0017 1.0000 | 0.0020 1.0000 | Time: 116.7807 | VAL: 0.5925 0.8496 | 0.3214 1.0000 | 0.2197 0.9866 | Time: 2.3947 | TEST: 0.6054 0.8359 | 0.4002 0.9672 | 0.2941 0.9667 | Time: 2.8371
Epoch: 0039 | TRAIN: 0.0027 1.0000 | 0.0016 1.0000 | 0.0018 1.0000 | Time: 116.7281 | VAL: 0.5940 0.8551 | 0.3145 0.9888 | 0.2206 0.9866 | Time: 2.4275 | TEST: 0.6017 0.8376 | 0.3954 0.9590 | 0.2975 0.9722 | Time: 2.8452
