========================================
General Configuration:
	Wighting: MoDo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoDo Configuration:
	weighting: MoDo
	gamma_modo: 1.0
	rho_modo: 0.01
	modo_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.01
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 3.8288 0.0340 | 3.6958 0.0520 | 3.7301 0.0526 | Time: 128.5203 | VAL: 4.6801 0.0453 | 3.4881 0.0787 | 3.6833 0.0537 | Time: 2.4875 | TEST: 5.4518 0.0308 | 3.7927 0.0410 | 4.7402 0.0944 | Time: 2.9460
Epoch: 0001 | TRAIN: 3.7365 0.0562 | 3.4643 0.0965 | 3.4278 0.1151 | Time: 128.4710 | VAL: 6.3139 0.0308 | 3.6244 0.0225 | 3.0380 0.1477 | Time: 2.9837 | TEST: 4.9467 0.0274 | 3.6548 0.0492 | 3.6629 0.1444 | Time: 3.2251
Epoch: 0002 | TRAIN: 3.5147 0.0898 | 2.8114 0.1683 | 2.8241 0.1848 | Time: 128.5775 | VAL: 5.1851 0.0344 | 4.2978 0.0562 | 2.7265 0.2282 | Time: 2.4789 | TEST: 4.3064 0.0291 | 4.3219 0.1066 | 3.2519 0.1944 | Time: 2.9885
Epoch: 0003 | TRAIN: 3.1035 0.1550 | 2.2766 0.2918 | 2.2101 0.3101 | Time: 127.8704 | VAL: 3.7246 0.0833 | 3.3408 0.1461 | 2.4070 0.2483 | Time: 2.4945 | TEST: 3.8021 0.0803 | 3.5345 0.1393 | 2.7474 0.2333 | Time: 2.9507
Epoch: 0004 | TRAIN: 2.7988 0.2209 | 1.9628 0.3783 | 1.9358 0.3849 | Time: 128.2883 | VAL: 4.5658 0.1359 | 4.0149 0.1573 | 1.9814 0.4497 | Time: 2.5636 | TEST: 4.5624 0.1521 | 4.3260 0.1148 | 2.1809 0.4278 | Time: 3.0094
Epoch: 0005 | TRAIN: 2.5733 0.2843 | 1.6174 0.4715 | 1.6361 0.4784 | Time: 127.8438 | VAL: 4.7902 0.1431 | 4.6748 0.1236 | 2.0829 0.4228 | Time: 2.4702 | TEST: 4.7899 0.1385 | 4.8778 0.0984 | 2.1234 0.4056 | Time: 2.9140
Epoch: 0006 | TRAIN: 2.3030 0.3383 | 1.2656 0.5907 | 1.4744 0.5334 | Time: 127.8816 | VAL: 5.6410 0.1449 | 4.2178 0.0899 | 1.6996 0.5168 | Time: 2.6175 | TEST: 5.7709 0.1521 | 4.2497 0.1393 | 1.6894 0.5389 | Time: 3.0714
Epoch: 0007 | TRAIN: 2.0786 0.4096 | 0.9337 0.6980 | 1.1072 0.6382 | Time: 128.2591 | VAL: 6.0444 0.1105 | 4.6440 0.1573 | 1.5311 0.5772 | Time: 2.4648 | TEST: 6.1357 0.1128 | 4.3205 0.2295 | 1.5339 0.5556 | Time: 3.1881
Epoch: 0008 | TRAIN: 1.9539 0.4330 | 0.4229 0.8702 | 0.8948 0.6989 | Time: 128.0031 | VAL: 4.5637 0.1793 | 5.2651 0.1461 | 1.9212 0.5101 | Time: 2.5935 | TEST: 4.5782 0.1692 | 5.3953 0.2377 | 1.9518 0.5056 | Time: 3.0366
Epoch: 0009 | TRAIN: 1.7094 0.4952 | 0.3381 0.8990 | 0.7373 0.7578 | Time: 128.2849 | VAL: 6.0275 0.1612 | 4.5170 0.2472 | 1.5539 0.5638 | Time: 2.4847 | TEST: 6.1866 0.1419 | 4.4090 0.2787 | 1.6704 0.6278 | Time: 3.2269
Epoch: 0010 | TRAIN: 1.4982 0.5505 | 0.1152 0.9688 | 0.6273 0.7888 | Time: 128.2598 | VAL: 4.7151 0.2319 | 4.7066 0.2584 | 1.1505 0.7047 | Time: 2.5600 | TEST: 4.7307 0.2171 | 4.4471 0.3115 | 1.3800 0.6611 | Time: 3.0688
