========================================
General Configuration:
	Wighting: MoCo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoCo Configuration:
	weighting: MoCo
	beta_moco: 1.0
	gamma_moco: 0.01
	rho_moco: 0.01
	moco_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.01
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 3.7724 0.0421 | 3.4701 0.0859 | 3.7246 0.0637 | Time: 40.3441 | VAL: 6.6224 0.0399 | 4.3221 0.0787 | 3.8859 0.1074 | Time: 2.4165 | TEST: 5.9873 0.0342 | 3.9092 0.0738 | 3.5956 0.1167 | Time: 2.8914
Epoch: 0001 | TRAIN: 3.7339 0.0487 | 3.1854 0.1022 | 3.2709 0.1226 | Time: 39.7713 | VAL: 15.7533 0.0308 | 4.7921 0.0674 | 4.1709 0.1007 | Time: 2.4082 | TEST: 12.7031 0.0325 | 3.6282 0.0820 | 4.0130 0.1111 | Time: 2.8902
Epoch: 0002 | TRAIN: 3.6554 0.0709 | 2.8539 0.1659 | 2.8215 0.1899 | Time: 40.0168 | VAL: 4.0495 0.0489 | 4.1185 0.0562 | 3.3982 0.0872 | Time: 2.4594 | TEST: 4.4292 0.0274 | 3.8503 0.0738 | 3.3672 0.0833 | Time: 2.9009
Epoch: 0003 | TRAIN: 3.5445 0.1160 | 2.4024 0.2776 | 2.3294 0.2746 | Time: 40.2087 | VAL: 4.3004 0.0399 | 4.3623 0.1124 | 2.7628 0.2081 | Time: 2.4005 | TEST: 5.0026 0.0393 | 3.9155 0.1475 | 2.6480 0.2056 | Time: 2.8645
Epoch: 0004 | TRAIN: 3.2336 0.1677 | 1.8938 0.3894 | 1.9142 0.4020 | Time: 40.0273 | VAL: 4.0180 0.0833 | 4.9570 0.1461 | 2.1070 0.3490 | Time: 2.4528 | TEST: 4.3394 0.0632 | 4.2441 0.2049 | 2.1266 0.3889 | Time: 2.9068
Epoch: 0005 | TRAIN: 2.9877 0.1971 | 1.4176 0.5264 | 1.5573 0.4838 | Time: 40.1067 | VAL: 4.1756 0.1123 | 6.4514 0.1124 | 1.8529 0.4362 | Time: 2.4368 | TEST: 4.3188 0.1077 | 5.5952 0.2131 | 1.8466 0.4167 | Time: 2.8556
Epoch: 0006 | TRAIN: 2.8576 0.2061 | 0.9483 0.6713 | 1.1250 0.6238 | Time: 40.2037 | VAL: 4.2978 0.1014 | 6.1597 0.2360 | 1.8454 0.4497 | Time: 2.4635 | TEST: 4.3897 0.0974 | 5.3139 0.2951 | 1.8640 0.4722 | Time: 2.9079
Epoch: 0007 | TRAIN: 2.6841 0.2825 | 0.6243 0.7927 | 0.8394 0.7224 | Time: 39.9534 | VAL: 3.7350 0.1739 | 6.2874 0.1461 | 1.0571 0.6711 | Time: 2.4309 | TEST: 3.9025 0.1709 | 5.7957 0.2295 | 1.3275 0.6611 | Time: 2.8565
Epoch: 0008 | TRAIN: 2.5151 0.2963 | 0.4324 0.8750 | 0.6368 0.8071 | Time: 39.8839 | VAL: 3.9685 0.1775 | 6.1206 0.2022 | 1.4754 0.5839 | Time: 2.4230 | TEST: 4.0393 0.1675 | 5.5339 0.2869 | 1.8737 0.5111 | Time: 2.8798
Epoch: 0009 | TRAIN: 2.3118 0.3504 | 0.2948 0.9123 | 0.4069 0.8714 | Time: 39.9959 | VAL: 4.1921 0.2428 | 5.5471 0.2360 | 1.1193 0.6846 | Time: 2.4378 | TEST: 4.1953 0.2154 | 5.0074 0.2787 | 1.4109 0.5889 | Time: 2.8833
Epoch: 0010 | TRAIN: 2.1326 0.3912 | 0.2313 0.9357 | 0.3286 0.9069 | Time: 40.0369 | VAL: 4.5397 0.1920 | 6.5501 0.2472 | 0.9238 0.7450 | Time: 2.4342 | TEST: 4.5734 0.1812 | 5.9513 0.2295 | 1.0876 0.6611 | Time: 2.8651
Epoch: 0011 | TRAIN: 2.0438 0.4177 | 0.1620 0.9561 | 0.2560 0.9123 | Time: 39.9605 | VAL: 4.0895 0.2065 | 4.8727 0.3596 | 0.7626 0.7785 | Time: 2.4159 | TEST: 4.3477 0.1949 | 4.4003 0.3934 | 1.0295 0.7222 | Time: 2.8661
Epoch: 0012 | TRAIN: 1.8619 0.4585 | 0.1182 0.9688 | 0.1686 0.9489 | Time: 40.2400 | VAL: 4.7904 0.2210 | 5.0438 0.3933 | 0.9241 0.7584 | Time: 2.4335 | TEST: 4.7450 0.1915 | 4.7890 0.3852 | 1.3259 0.6778 | Time: 2.9570
Epoch: 0013 | TRAIN: 1.7611 0.4784 | 0.1086 0.9748 | 0.1661 0.9513 | Time: 40.2644 | VAL: 3.7875 0.2428 | 5.6380 0.2697 | 0.8668 0.7383 | Time: 2.4484 | TEST: 3.7845 0.2274 | 5.2962 0.2869 | 1.1542 0.6889 | Time: 2.8857
Epoch: 0014 | TRAIN: 1.6307 0.5276 | 0.1052 0.9724 | 0.1254 0.9645 | Time: 40.1114 | VAL: 4.7357 0.2101 | 5.1471 0.2809 | 0.9384 0.7651 | Time: 2.4705 | TEST: 4.7855 0.2034 | 5.2198 0.2623 | 1.1804 0.7056 | Time: 2.8815
Epoch: 0015 | TRAIN: 1.5717 0.5355 | 0.0497 0.9916 | 0.0878 0.9784 | Time: 39.8909 | VAL: 6.0034 0.1793 | 5.5942 0.4045 | 1.0777 0.7248 | Time: 2.4140 | TEST: 6.1144 0.1692 | 5.2649 0.3770 | 1.4919 0.6222 | Time: 2.8485
Epoch: 0016 | TRAIN: 1.4417 0.5775 | 0.0602 0.9832 | 0.1113 0.9681 | Time: 40.0231 | VAL: 5.5569 0.1721 | 7.7362 0.2135 | 1.3841 0.6913 | Time: 2.4317 | TEST: 5.7189 0.1453 | 7.1474 0.2459 | 1.6628 0.6111 | Time: 2.8834
