========================================
General Configuration:
	Wighting: MoDo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoDo Configuration:
	weighting: MoDo
	gamma_modo: 1.0
	rho_modo: 0.01
	modo_gn: none
Optimizer Configuration:
	optim: adam
	lr: 1e-05
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 3.4378 0.0637 | 3.1577 0.1478 | 3.3325 0.1007 | Time: 117.1866 | VAL: 3.2565 0.1087 | 2.9209 0.2809 | 3.1319 0.1879 | Time: 2.3856 | TEST: 3.2180 0.1333 | 2.9245 0.3197 | 3.1158 0.2500 | Time: 2.8325
Epoch: 0001 | TRAIN: 3.1322 0.1578 | 2.4628 0.5027 | 2.7724 0.3278 | Time: 116.4487 | VAL: 3.0290 0.2536 | 2.4666 0.5955 | 2.6547 0.4698 | Time: 2.3760 | TEST: 2.9939 0.2821 | 2.4771 0.6066 | 2.6682 0.4889 | Time: 2.8299
Epoch: 0002 | TRAIN: 2.9329 0.2620 | 1.9418 0.7852 | 2.2374 0.6040 | Time: 116.5202 | VAL: 2.8517 0.3424 | 2.0791 0.7416 | 2.2686 0.6577 | Time: 2.3885 | TEST: 2.8193 0.3863 | 2.0972 0.7213 | 2.2957 0.6722 | Time: 2.8325
Epoch: 0003 | TRAIN: 2.7676 0.3314 | 1.5087 0.9267 | 1.8196 0.7819 | Time: 116.4916 | VAL: 2.7080 0.4293 | 1.8099 0.8315 | 1.9594 0.7584 | Time: 2.3861 | TEST: 2.6810 0.4632 | 1.8369 0.8279 | 2.0021 0.7833 | Time: 2.8639
Epoch: 0004 | TRAIN: 2.6498 0.4005 | 1.2315 0.9657 | 1.4794 0.8834 | Time: 116.7335 | VAL: 2.6451 0.4891 | 1.5945 0.8652 | 1.6860 0.8389 | Time: 2.3787 | TEST: 2.6183 0.5026 | 1.6229 0.8607 | 1.7399 0.8667 | Time: 2.8611
Epoch: 0005 | TRAIN: 2.5860 0.4285 | 0.9888 0.9901 | 1.2096 0.9384 | Time: 117.0601 | VAL: 2.6022 0.5181 | 1.3883 0.8989 | 1.5045 0.8792 | Time: 2.3757 | TEST: 2.5788 0.5385 | 1.4311 0.8934 | 1.5682 0.8944 | Time: 2.8231
Epoch: 0006 | TRAIN: 2.5191 0.4519 | 0.7981 0.9961 | 1.0030 0.9694 | Time: 116.6171 | VAL: 2.5472 0.5362 | 1.2358 0.9213 | 1.3542 0.8926 | Time: 2.4016 | TEST: 2.5297 0.5504 | 1.2922 0.9016 | 1.4302 0.9111 | Time: 2.8827
Epoch: 0007 | TRAIN: 2.4644 0.4805 | 0.6593 0.9976 | 0.8443 0.9853 | Time: 116.8524 | VAL: 2.4799 0.5761 | 1.1065 0.9551 | 1.2112 0.9128 | Time: 2.3689 | TEST: 2.4625 0.5795 | 1.1656 0.9180 | 1.2844 0.9167 | Time: 2.8380
Epoch: 0008 | TRAIN: 2.3597 0.5243 | 0.5536 0.9988 | 0.7214 0.9952 | Time: 117.3515 | VAL: 2.3590 0.6178 | 1.0271 0.9663 | 1.1256 0.9396 | Time: 2.3679 | TEST: 2.3487 0.6239 | 1.0967 0.9262 | 1.2112 0.9222 | Time: 2.8358
Epoch: 0009 | TRAIN: 2.2240 0.5739 | 0.4877 1.0000 | 0.6386 0.9946 | Time: 116.7883 | VAL: 2.2412 0.6449 | 0.9536 0.9663 | 1.0577 0.9463 | Time: 2.3865 | TEST: 2.2287 0.6632 | 1.0258 0.9262 | 1.1443 0.9389 | Time: 2.8332
Epoch: 0010 | TRAIN: 2.0935 0.6064 | 0.4228 0.9997 | 0.5590 0.9973 | Time: 116.6456 | VAL: 2.1245 0.6630 | 0.9040 0.9888 | 1.0189 0.9396 | Time: 2.4109 | TEST: 2.1148 0.6752 | 0.9886 0.9262 | 1.1107 0.9333 | Time: 2.8584
Epoch: 0011 | TRAIN: 1.9243 0.6740 | 0.3859 1.0000 | 0.4998 0.9976 | Time: 116.8668 | VAL: 1.9945 0.7011 | 0.8708 0.9663 | 0.9450 0.9597 | Time: 2.3970 | TEST: 1.9919 0.6940 | 0.9550 0.9262 | 1.0411 0.9444 | Time: 2.8373
Epoch: 0012 | TRAIN: 1.7821 0.7154 | 0.3572 1.0000 | 0.4381 0.9991 | Time: 116.7718 | VAL: 1.8170 0.7264 | 0.8374 0.9888 | 0.9103 0.9664 | Time: 2.4032 | TEST: 1.8152 0.7214 | 0.9279 0.9262 | 1.0145 0.9389 | Time: 2.8707
Epoch: 0013 | TRAIN: 1.6013 0.7455 | 0.3318 1.0000 | 0.4181 0.9991 | Time: 116.8535 | VAL: 1.6926 0.7446 | 0.8304 0.9888 | 0.8867 0.9732 | Time: 2.4197 | TEST: 1.6940 0.7316 | 0.9188 0.9262 | 0.9888 0.9500 | Time: 2.8811
Epoch: 0014 | TRAIN: 1.4780 0.7683 | 0.3134 1.0000 | 0.3763 0.9997 | Time: 117.3193 | VAL: 1.5943 0.7536 | 0.8019 0.9888 | 0.8247 0.9732 | Time: 2.3996 | TEST: 1.5979 0.7504 | 0.8980 0.9262 | 0.9266 0.9500 | Time: 2.8659
Epoch: 0015 | TRAIN: 1.3908 0.7951 | 0.2956 1.0000 | 0.3460 1.0000 | Time: 117.4044 | VAL: 1.5293 0.7736 | 0.7866 0.9888 | 0.8187 0.9732 | Time: 2.3917 | TEST: 1.5318 0.7590 | 0.8772 0.9344 | 0.9231 0.9500 | Time: 2.8363
