========================================
General Configuration:
	Wighting: MoCo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoCo Configuration:
	weighting: MoCo
	beta_moco: 0.1
	gamma_moco: 0.1
	rho_moco: 0.1
	moco_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.01
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 3.6914 0.0379 | 3.7193 0.0583 | 3.8489 0.0583 | Time: 40.7944 | VAL: 48.7869 0.0362 | 16.2356 0.0449 | 39.0153 0.0738 | Time: 2.5534 | TEST: 46.2152 0.0342 | 15.0119 0.0410 | 63.5717 0.0500 | Time: 3.0836
Epoch: 0001 | TRAIN: 3.6242 0.0559 | 3.2998 0.1142 | 3.3510 0.0950 | Time: 40.3459 | VAL: 5.0743 0.0290 | 6.9687 0.0562 | 4.0714 0.0805 | Time: 2.4875 | TEST: 4.6976 0.0274 | 6.0276 0.0820 | 4.3795 0.0667 | Time: 2.9799
Epoch: 0002 | TRAIN: 3.4676 0.0613 | 2.8422 0.1659 | 3.0232 0.1304 | Time: 40.3514 | VAL: 3.6762 0.0453 | 7.1326 0.0449 | 3.4237 0.0872 | Time: 2.6915 | TEST: 3.7197 0.0359 | 6.9167 0.0246 | 3.4642 0.0722 | Time: 2.8777
Epoch: 0003 | TRAIN: 3.4092 0.0607 | 2.9648 0.1352 | 3.0039 0.1268 | Time: 40.5280 | VAL: 4.2098 0.0399 | 3.4865 0.0787 | 2.8805 0.1946 | Time: 2.4225 | TEST: 4.2320 0.0410 | 3.4400 0.1148 | 2.7970 0.1778 | Time: 2.8674
Epoch: 0004 | TRAIN: 3.3322 0.0811 | 2.6010 0.2061 | 2.6694 0.2019 | Time: 40.1099 | VAL: 6.0401 0.0326 | 4.6934 0.0337 | 3.0266 0.1409 | Time: 2.4613 | TEST: 6.0608 0.0291 | 4.6181 0.0656 | 3.0312 0.1333 | Time: 2.9055
Epoch: 0005 | TRAIN: 3.2800 0.0907 | 2.3923 0.2608 | 2.5486 0.2344 | Time: 40.6085 | VAL: 6.3808 0.0399 | 4.6276 0.0449 | 3.0538 0.1812 | Time: 2.4533 | TEST: 6.3942 0.0376 | 4.4857 0.0410 | 2.9758 0.1722 | Time: 2.9117
Epoch: 0006 | TRAIN: 3.1641 0.1208 | 2.3714 0.2602 | 2.3879 0.2710 | Time: 40.5368 | VAL: 4.2003 0.0707 | 4.6096 0.0787 | 2.6180 0.2550 | Time: 2.4615 | TEST: 4.2619 0.0701 | 4.3235 0.1066 | 2.5195 0.2944 | Time: 2.9795
Epoch: 0007 | TRAIN: 3.1633 0.1340 | 2.1960 0.2873 | 2.2518 0.3167 | Time: 40.8865 | VAL: 10.5966 0.0344 | 5.5843 0.0449 | 4.7001 0.1275 | Time: 2.8123 | TEST: 10.6231 0.0274 | 5.5968 0.0246 | 4.9090 0.0944 | Time: 3.0413
Epoch: 0008 | TRAIN: 3.1927 0.1190 | 2.3310 0.2608 | 2.4035 0.2704 | Time: 40.0251 | VAL: 3.7115 0.0942 | 8.0218 0.0674 | 3.3785 0.1409 | Time: 2.4554 | TEST: 3.8577 0.0701 | 7.0775 0.0820 | 3.7197 0.0611 | Time: 2.9185
Epoch: 0009 | TRAIN: 3.1546 0.1310 | 2.2723 0.3053 | 2.3434 0.2897 | Time: 40.0958 | VAL: 7.1997 0.0489 | 6.7157 0.0899 | 2.9409 0.1946 | Time: 2.4560 | TEST: 7.2204 0.0530 | 6.2435 0.0656 | 2.8037 0.2278 | Time: 2.9242
Epoch: 0010 | TRAIN: 3.0741 0.1484 | 1.9143 0.3726 | 1.9469 0.3882 | Time: 40.1341 | VAL: 4.8640 0.0870 | 9.1302 0.0674 | 2.6024 0.2819 | Time: 2.4402 | TEST: 4.8834 0.0872 | 8.3319 0.1148 | 2.5634 0.2500 | Time: 2.9580
Epoch: 0011 | TRAIN: 2.9975 0.1713 | 1.7156 0.4147 | 1.7984 0.4381 | Time: 40.1495 | VAL: 5.7206 0.0833 | 5.3098 0.1011 | 2.3682 0.3020 | Time: 2.4574 | TEST: 5.7643 0.0906 | 4.9571 0.0738 | 2.2681 0.2889 | Time: 2.9145
