========================================
General Configuration:
	Wighting: MoCo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoCo Configuration:
	weighting: MoCo
	beta_moco: 1.0
	gamma_moco: 0.1
	rho_moco: 0.1
	moco_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.0001
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 2.9756 0.2434 | 2.3970 0.5210 | 2.1935 0.5553 | Time: 40.5369 | VAL: 2.5007 0.5580 | 1.8227 0.8090 | 1.4342 0.8188 | Time: 2.4208 | TEST: 2.4982 0.5658 | 1.9008 0.8033 | 1.4955 0.8389 | Time: 2.8831
Epoch: 0001 | TRAIN: 2.1511 0.5950 | 1.0907 0.9633 | 0.7896 0.9609 | Time: 40.0130 | VAL: 1.9758 0.7138 | 1.1661 0.9775 | 0.9364 0.9195 | Time: 2.4000 | TEST: 1.9755 0.6957 | 1.2789 0.9180 | 1.0089 0.9389 | Time: 2.8544
Epoch: 0002 | TRAIN: 1.5838 0.7410 | 0.5696 0.9976 | 0.3763 0.9910 | Time: 39.8167 | VAL: 1.5766 0.7536 | 0.8625 0.9888 | 0.6938 0.9664 | Time: 2.4567 | TEST: 1.5871 0.7521 | 0.9872 0.9344 | 0.7971 0.9556 | Time: 2.8995
Epoch: 0003 | TRAIN: 1.2065 0.8239 | 0.3161 1.0000 | 0.2213 1.0000 | Time: 39.8756 | VAL: 1.4080 0.7699 | 0.6786 0.9888 | 0.5542 0.9799 | Time: 2.4162 | TEST: 1.4173 0.7607 | 0.8044 0.9344 | 0.6438 0.9556 | Time: 2.8731
Epoch: 0004 | TRAIN: 1.0216 0.8636 | 0.1933 1.0000 | 0.1356 1.0000 | Time: 40.0405 | VAL: 1.3534 0.7862 | 0.5586 1.0000 | 0.4759 0.9732 | Time: 2.4179 | TEST: 1.3602 0.7829 | 0.6722 0.9344 | 0.5649 0.9611 | Time: 2.8584
Epoch: 0005 | TRAIN: 0.9126 0.8810 | 0.1308 1.0000 | 0.0972 1.0000 | Time: 39.9680 | VAL: 1.3140 0.8025 | 0.4920 1.0000 | 0.4246 0.9799 | Time: 2.4272 | TEST: 1.3274 0.7915 | 0.6024 0.9426 | 0.5077 0.9556 | Time: 2.9093
Epoch: 0006 | TRAIN: 0.8532 0.8918 | 0.0952 1.0000 | 0.0729 1.0000 | Time: 40.0600 | VAL: 1.2846 0.8098 | 0.4462 1.0000 | 0.3915 0.9799 | Time: 2.4432 | TEST: 1.2990 0.7966 | 0.5559 0.9344 | 0.4697 0.9556 | Time: 2.8827
Epoch: 0007 | TRAIN: 0.8182 0.8894 | 0.0754 1.0000 | 0.0606 1.0000 | Time: 40.0819 | VAL: 1.2557 0.8080 | 0.4149 1.0000 | 0.3558 0.9799 | Time: 2.4309 | TEST: 1.2692 0.7915 | 0.5243 0.9426 | 0.4323 0.9611 | Time: 2.9083
Epoch: 0008 | TRAIN: 0.7491 0.9093 | 0.0603 1.0000 | 0.0500 1.0000 | Time: 39.8880 | VAL: 1.2412 0.8098 | 0.3840 1.0000 | 0.3479 0.9732 | Time: 2.4083 | TEST: 1.2543 0.7983 | 0.4883 0.9508 | 0.4251 0.9667 | Time: 2.8875
Epoch: 0009 | TRAIN: 0.7325 0.9117 | 0.0508 1.0000 | 0.0442 1.0000 | Time: 39.8386 | VAL: 1.2168 0.8043 | 0.3828 1.0000 | 0.3354 0.9799 | Time: 2.3597 | TEST: 1.2318 0.7949 | 0.4884 0.9508 | 0.4140 0.9667 | Time: 2.8415
Epoch: 0010 | TRAIN: 0.6920 0.9189 | 0.0428 1.0000 | 0.0397 1.0000 | Time: 39.8989 | VAL: 1.1905 0.8043 | 0.3434 1.0000 | 0.3302 0.9799 | Time: 2.4418 | TEST: 1.2040 0.7966 | 0.4562 0.9426 | 0.4035 0.9611 | Time: 2.9128
Epoch: 0011 | TRAIN: 0.6483 0.9231 | 0.0381 1.0000 | 0.0340 1.0000 | Time: 39.8158 | VAL: 1.1701 0.8080 | 0.3369 1.0000 | 0.3188 0.9799 | Time: 2.4313 | TEST: 1.1840 0.7983 | 0.4447 0.9508 | 0.3934 0.9611 | Time: 2.9009
