========================================
General Configuration:
	Wighting: MoCo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoCo Configuration:
	weighting: MoCo
	beta_moco: 1.0
	gamma_moco: 1.0
	rho_moco: 1.0
	moco_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.01
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 3.8782 0.0349 | 3.5782 0.0667 | 3.7250 0.0505 | Time: 40.3684 | VAL: 9.3316 0.0399 | 8.5878 0.0787 | 3.3426 0.0604 | Time: 2.4254 | TEST: 8.5718 0.0393 | 9.2809 0.0574 | 3.2871 0.0778 | Time: 2.8948
Epoch: 0001 | TRAIN: 3.8606 0.0361 | 3.3536 0.1076 | 3.4729 0.0775 | Time: 39.8962 | VAL: 5.3466 0.0471 | 3.3307 0.1348 | 3.2128 0.0872 | Time: 2.4346 | TEST: 4.5021 0.0410 | 3.2988 0.1148 | 3.2413 0.0667 | Time: 2.8492
Epoch: 0002 | TRAIN: 3.8538 0.0397 | 3.0542 0.1358 | 3.0974 0.1412 | Time: 39.9407 | VAL: 3.8039 0.0471 | 3.9384 0.1011 | 2.7454 0.1678 | Time: 2.4323 | TEST: 4.0645 0.0462 | 3.8279 0.1066 | 2.7239 0.1778 | Time: 2.9001
Epoch: 0003 | TRAIN: 3.6691 0.0799 | 2.5979 0.2001 | 2.7315 0.1947 | Time: 40.0479 | VAL: 4.2249 0.0562 | 4.8026 0.1236 | 2.8146 0.1477 | Time: 2.4301 | TEST: 3.8198 0.0410 | 4.3065 0.1393 | 2.7492 0.1667 | Time: 2.8791
Epoch: 0004 | TRAIN: 3.6112 0.0847 | 2.2991 0.2855 | 2.4259 0.2734 | Time: 39.8996 | VAL: 3.8561 0.0851 | 4.7234 0.1798 | 2.5657 0.2282 | Time: 2.4220 | TEST: 3.8459 0.0598 | 4.4804 0.1066 | 2.4580 0.2500 | Time: 2.8792
Epoch: 0005 | TRAIN: 3.4496 0.1178 | 1.9017 0.3702 | 2.0834 0.3462 | Time: 40.1887 | VAL: 4.3318 0.0598 | 4.9186 0.1236 | 2.3767 0.2483 | Time: 2.4322 | TEST: 4.5268 0.0718 | 4.7625 0.1721 | 2.3487 0.2556 | Time: 2.9396
Epoch: 0006 | TRAIN: 3.1684 0.1731 | 1.3419 0.5463 | 1.6014 0.4700 | Time: 40.0419 | VAL: 3.8522 0.1268 | 6.8359 0.1124 | 2.0976 0.3826 | Time: 2.4484 | TEST: 3.9066 0.1453 | 6.2597 0.1885 | 2.2073 0.3778 | Time: 2.9037
Epoch: 0007 | TRAIN: 2.9565 0.2085 | 1.1661 0.6082 | 1.3543 0.5577 | Time: 40.0553 | VAL: 4.2142 0.1141 | 5.1514 0.1910 | 1.8087 0.3960 | Time: 2.4274 | TEST: 4.0740 0.1350 | 4.7147 0.2541 | 1.9230 0.4500 | Time: 2.8829
Epoch: 0008 | TRAIN: 2.8354 0.2296 | 0.8221 0.7356 | 1.1217 0.6376 | Time: 40.0269 | VAL: 3.7827 0.1576 | 4.7639 0.2022 | 2.1719 0.3826 | Time: 2.4106 | TEST: 3.6941 0.1641 | 4.5209 0.2295 | 2.4345 0.4444 | Time: 2.8631
Epoch: 0009 | TRAIN: 2.6964 0.2626 | 0.5932 0.8155 | 0.7769 0.7410 | Time: 39.8987 | VAL: 4.7423 0.1014 | 5.6161 0.2022 | 1.3389 0.6107 | Time: 2.4246 | TEST: 4.6044 0.1026 | 5.3931 0.2459 | 1.6607 0.5722 | Time: 2.8519
Epoch: 0010 | TRAIN: 2.4799 0.3167 | 0.4535 0.8528 | 0.6322 0.7915 | Time: 39.9912 | VAL: 5.5196 0.1105 | 5.2370 0.2360 | 1.2010 0.6376 | Time: 2.4210 | TEST: 5.4118 0.1231 | 5.1388 0.2705 | 1.7151 0.6056 | Time: 2.8722
