========================================
General Configuration:
	Wighting: MoCo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoCo Configuration:
	weighting: MoCo
	beta_moco: 0.01
	gamma_moco: 1.0
	rho_moco: 0.1
	moco_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.001
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 2.6079 0.3197 | 1.5739 0.6647 | 1.7379 0.6052 | Time: 43.9985 | VAL: 5.6449 0.0743 | 2.6879 0.2921 | 4.2631 0.1812 | Time: 2.5301 | TEST: 5.6325 0.0650 | 2.7295 0.3197 | 4.3953 0.1667 | Time: 3.0769
Epoch: 0001 | TRAIN: 2.4263 0.3305 | 1.1147 0.7061 | 1.2759 0.6629 | Time: 43.5551 | VAL: 4.8015 0.0888 | 5.3641 0.1011 | 4.0250 0.2148 | Time: 2.8063 | TEST: 4.6703 0.1111 | 5.1386 0.1230 | 3.8750 0.2667 | Time: 3.0638
Epoch: 0002 | TRAIN: 2.4674 0.3257 | 1.2042 0.6280 | 1.3946 0.5998 | Time: 43.0319 | VAL: 4.0372 0.1141 | 3.5012 0.2135 | 2.9089 0.3557 | Time: 2.5032 | TEST: 3.8495 0.1487 | 3.6276 0.2295 | 2.8339 0.3056 | Time: 2.9867
Epoch: 0003 | TRAIN: 2.3887 0.3257 | 1.0877 0.6821 | 1.3976 0.5649 | Time: 40.8497 | VAL: 3.2491 0.2301 | 2.9178 0.3146 | 3.1410 0.3490 | Time: 2.4250 | TEST: 3.3506 0.2154 | 2.9065 0.2951 | 2.9328 0.3500 | Time: 2.8892
Epoch: 0004 | TRAIN: 2.1660 0.4069 | 0.8829 0.7350 | 1.0904 0.6755 | Time: 40.2878 | VAL: 2.5811 0.3116 | 2.3789 0.3933 | 1.4949 0.5705 | Time: 2.4439 | TEST: 2.5573 0.2974 | 2.6255 0.3443 | 1.7826 0.5222 | Time: 2.8883
Epoch: 0005 | TRAIN: 2.0974 0.4099 | 0.6497 0.7915 | 0.9010 0.7218 | Time: 40.2697 | VAL: 2.6589 0.2880 | 2.0741 0.4494 | 1.4055 0.5503 | Time: 2.4554 | TEST: 2.6174 0.3060 | 2.0686 0.4590 | 1.6468 0.5556 | Time: 2.9044
Epoch: 0006 | TRAIN: 1.9598 0.4435 | 0.4775 0.8528 | 0.7261 0.7764 | Time: 39.7356 | VAL: 3.1285 0.2192 | 1.5589 0.5393 | 1.1425 0.6309 | Time: 2.4132 | TEST: 3.0154 0.2342 | 1.4492 0.5820 | 1.2305 0.6056 | Time: 2.8524
Epoch: 0007 | TRAIN: 2.0931 0.4044 | 0.4335 0.8678 | 0.6182 0.8071 | Time: 39.6026 | VAL: 2.9223 0.2699 | 3.7272 0.3483 | 1.1645 0.6174 | Time: 2.4226 | TEST: 2.8949 0.2803 | 2.8716 0.4098 | 1.3754 0.6000 | Time: 2.8535
Epoch: 0008 | TRAIN: 1.8639 0.4784 | 0.3810 0.8852 | 0.6362 0.7951 | Time: 39.6510 | VAL: 2.3646 0.3822 | 1.4485 0.6292 | 1.1540 0.6846 | Time: 2.3998 | TEST: 2.3138 0.4137 | 1.4712 0.5738 | 1.1513 0.7000 | Time: 2.8453
Epoch: 0009 | TRAIN: 1.8669 0.4838 | 0.3671 0.8864 | 0.5749 0.8173 | Time: 39.6026 | VAL: 2.3985 0.3931 | 1.8400 0.5056 | 1.0892 0.6846 | Time: 2.4207 | TEST: 2.3641 0.3846 | 1.8462 0.5410 | 1.1641 0.7000 | Time: 2.8749
Epoch: 0010 | TRAIN: 1.7037 0.5294 | 0.2225 0.9387 | 0.3846 0.8762 | Time: 39.8116 | VAL: 2.7144 0.3351 | 1.6462 0.5056 | 0.9183 0.7315 | Time: 2.4146 | TEST: 2.6329 0.3402 | 1.6991 0.5656 | 0.9015 0.7556 | Time: 2.8686
Epoch: 0011 | TRAIN: 1.6825 0.5325 | 0.1746 0.9453 | 0.3368 0.9014 | Time: 40.0157 | VAL: 2.5050 0.3768 | 1.2546 0.6067 | 1.0381 0.7315 | Time: 2.4601 | TEST: 2.4431 0.3436 | 1.0806 0.6885 | 0.9897 0.7222 | Time: 2.9092
Epoch: 0012 | TRAIN: 1.5671 0.5481 | 0.1332 0.9585 | 0.2243 0.9297 | Time: 40.0688 | VAL: 2.6545 0.3641 | 1.8186 0.5393 | 0.8515 0.7584 | Time: 2.4686 | TEST: 2.6777 0.3436 | 1.6185 0.5656 | 0.8218 0.7722 | Time: 2.9092
Epoch: 0013 | TRAIN: 1.5626 0.5457 | 0.1159 0.9609 | 0.2390 0.9255 | Time: 40.3155 | VAL: 2.0920 0.4529 | 1.8490 0.5506 | 1.0947 0.6913 | Time: 2.4452 | TEST: 1.9722 0.4650 | 1.8659 0.5328 | 0.9331 0.7500 | Time: 2.9070
