========================================
General Configuration:
	Wighting: MoCo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoCo Configuration:
	weighting: MoCo
	beta_moco: 1.0
	gamma_moco: 1.0
	rho_moco: 0.01
	moco_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.0001
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 2.7771 0.3209 | 3.0570 0.2254 | 2.3358 0.5030 | Time: 40.2295 | VAL: 2.1359 0.6250 | 2.2665 0.6404 | 1.7346 0.7383 | Time: 2.4267 | TEST: 2.1253 0.6376 | 2.2792 0.6475 | 1.7923 0.7778 | Time: 2.8571
Epoch: 0001 | TRAIN: 2.0251 0.6340 | 1.1933 0.9417 | 1.0892 0.9141 | Time: 39.9390 | VAL: 2.0479 0.6975 | 1.1143 0.9775 | 1.1110 0.8926 | Time: 2.4288 | TEST: 2.0442 0.6803 | 1.1641 0.9098 | 1.2390 0.9111 | Time: 2.8727
Epoch: 0002 | TRAIN: 1.8275 0.6893 | 0.4869 0.9988 | 0.5290 0.9910 | Time: 40.0001 | VAL: 1.8673 0.7373 | 0.7996 0.9888 | 0.7784 0.9597 | Time: 2.4191 | TEST: 1.8686 0.7214 | 0.9039 0.9262 | 0.8806 0.9611 | Time: 2.8591
Epoch: 0003 | TRAIN: 1.5094 0.7656 | 0.2916 1.0000 | 0.2788 0.9988 | Time: 39.8026 | VAL: 1.5494 0.7717 | 0.7023 1.0000 | 0.5850 0.9732 | Time: 2.4251 | TEST: 1.5511 0.7521 | 0.8143 0.9262 | 0.6945 0.9611 | Time: 2.8580
Epoch: 0004 | TRAIN: 1.1417 0.8149 | 0.2309 1.0000 | 0.1742 1.0000 | Time: 39.9156 | VAL: 1.2532 0.8007 | 0.6743 1.0000 | 0.5338 0.9732 | Time: 2.4188 | TEST: 1.2564 0.7863 | 0.7757 0.9344 | 0.6425 0.9556 | Time: 2.8580
Epoch: 0005 | TRAIN: 0.8721 0.8780 | 0.1849 1.0000 | 0.1305 1.0000 | Time: 39.7367 | VAL: 1.1505 0.8279 | 0.6129 1.0000 | 0.4861 0.9799 | Time: 2.4090 | TEST: 1.1546 0.8154 | 0.7402 0.9426 | 0.5890 0.9611 | Time: 2.8605
Epoch: 0006 | TRAIN: 0.6883 0.9105 | 0.1439 1.0000 | 0.1011 1.0000 | Time: 39.7538 | VAL: 1.0291 0.8442 | 0.5816 1.0000 | 0.4822 0.9799 | Time: 2.4189 | TEST: 1.0431 0.8205 | 0.6873 0.9508 | 0.5804 0.9722 | Time: 2.8591
Epoch: 0007 | TRAIN: 0.5435 0.9369 | 0.1184 1.0000 | 0.0883 1.0000 | Time: 39.7086 | VAL: 0.9259 0.8587 | 0.5533 1.0000 | 0.4311 0.9866 | Time: 2.4144 | TEST: 0.9395 0.8291 | 0.6501 0.9508 | 0.5189 0.9722 | Time: 2.8937
Epoch: 0008 | TRAIN: 0.3880 0.9621 | 0.0928 1.0000 | 0.0755 1.0000 | Time: 39.7952 | VAL: 0.8713 0.8641 | 0.4787 1.0000 | 0.4082 0.9799 | Time: 2.4309 | TEST: 0.8850 0.8427 | 0.5833 0.9590 | 0.4992 0.9667 | Time: 2.8706
Epoch: 0009 | TRAIN: 0.3177 0.9748 | 0.0742 1.0000 | 0.0617 1.0000 | Time: 39.8281 | VAL: 0.8663 0.8714 | 0.4535 1.0000 | 0.3786 0.9866 | Time: 2.4329 | TEST: 0.8848 0.8291 | 0.5534 0.9508 | 0.4764 0.9667 | Time: 2.8900
Epoch: 0010 | TRAIN: 0.2620 0.9820 | 0.0584 1.0000 | 0.0532 1.0000 | Time: 39.8223 | VAL: 0.8569 0.8605 | 0.4111 1.0000 | 0.3600 0.9866 | Time: 2.4416 | TEST: 0.8672 0.8291 | 0.5108 0.9508 | 0.4526 0.9722 | Time: 2.8760
