========================================
General Configuration:
	Wighting: MoCo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoCo Configuration:
	weighting: MoCo
	beta_moco: 1.0
	gamma_moco: 0.01
	rho_moco: 0.01
	moco_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.0001
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 2.8198 0.3113 | 1.9276 0.7013 | 2.1608 0.5938 | Time: 40.2867 | VAL: 2.2244 0.6341 | 1.3478 0.9213 | 1.5406 0.8389 | Time: 2.3918 | TEST: 2.2284 0.6410 | 1.4013 0.8934 | 1.6022 0.8611 | Time: 2.8584
Epoch: 0001 | TRAIN: 1.9300 0.6556 | 0.4976 0.9982 | 0.8026 0.9790 | Time: 39.8510 | VAL: 1.9337 0.7319 | 0.6982 1.0000 | 1.0281 0.9396 | Time: 2.4243 | TEST: 1.9397 0.7026 | 0.7790 0.9344 | 1.1286 0.9556 | Time: 2.9026
Epoch: 0002 | TRAIN: 1.6322 0.7530 | 0.1727 1.0000 | 0.4136 0.9994 | Time: 39.7857 | VAL: 1.8572 0.7446 | 0.4773 1.0000 | 0.8299 0.9732 | Time: 2.3945 | TEST: 1.8654 0.7316 | 0.5654 0.9508 | 0.9189 0.9611 | Time: 2.8648
Epoch: 0003 | TRAIN: 1.5183 0.7819 | 0.0926 1.0000 | 0.2765 1.0000 | Time: 39.7666 | VAL: 1.8120 0.7464 | 0.4016 1.0000 | 0.7345 0.9732 | Time: 2.4393 | TEST: 1.8234 0.7333 | 0.5027 0.9590 | 0.8189 0.9667 | Time: 2.8915
Epoch: 0004 | TRAIN: 1.4357 0.7993 | 0.0656 1.0000 | 0.2045 1.0000 | Time: 39.9594 | VAL: 1.7604 0.7536 | 0.3656 1.0000 | 0.6871 0.9732 | Time: 2.3905 | TEST: 1.7682 0.7419 | 0.4498 0.9590 | 0.7656 0.9611 | Time: 2.8883
Epoch: 0005 | TRAIN: 1.3577 0.8089 | 0.0508 1.0000 | 0.1661 1.0000 | Time: 39.5838 | VAL: 1.6997 0.7627 | 0.3339 1.0000 | 0.6278 0.9732 | Time: 2.4403 | TEST: 1.7088 0.7402 | 0.4217 0.9590 | 0.7077 0.9667 | Time: 2.8906
Epoch: 0006 | TRAIN: 1.2975 0.8191 | 0.0402 1.0000 | 0.1343 1.0000 | Time: 39.5618 | VAL: 1.6509 0.7699 | 0.3178 1.0000 | 0.5916 0.9732 | Time: 2.3727 | TEST: 1.6624 0.7538 | 0.4008 0.9590 | 0.6752 0.9611 | Time: 2.8373
Epoch: 0007 | TRAIN: 1.2632 0.8137 | 0.0347 1.0000 | 0.1157 1.0000 | Time: 39.5664 | VAL: 1.6029 0.7627 | 0.3046 1.0000 | 0.5498 0.9799 | Time: 2.3734 | TEST: 1.6125 0.7590 | 0.3846 0.9754 | 0.6265 0.9722 | Time: 2.8533
Epoch: 0008 | TRAIN: 1.1824 0.8305 | 0.0292 1.0000 | 0.0959 1.0000 | Time: 39.6598 | VAL: 1.5639 0.7736 | 0.2837 1.0000 | 0.5167 0.9732 | Time: 2.3864 | TEST: 1.5731 0.7641 | 0.3613 0.9590 | 0.5918 0.9722 | Time: 2.8392
Epoch: 0009 | TRAIN: 1.1543 0.8257 | 0.0262 1.0000 | 0.0836 1.0000 | Time: 39.5835 | VAL: 1.5256 0.7736 | 0.2889 1.0000 | 0.5053 0.9732 | Time: 2.3709 | TEST: 1.5365 0.7709 | 0.3717 0.9590 | 0.5759 0.9722 | Time: 2.8436
Epoch: 0010 | TRAIN: 1.1069 0.8221 | 0.0229 1.0000 | 0.0742 1.0000 | Time: 39.5939 | VAL: 1.4986 0.7790 | 0.2613 1.0000 | 0.4871 0.9799 | Time: 2.4091 | TEST: 1.5035 0.7744 | 0.3506 0.9590 | 0.5547 0.9722 | Time: 2.8778
