========================================
General Configuration:
	Wighting: MoCo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoCo Configuration:
	weighting: MoCo
	beta_moco: 0.1
	gamma_moco: 0.1
	rho_moco: 1.0
	moco_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.001
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 2.5034 0.3642 | 1.3896 0.7260 | 1.5974 0.6599 | Time: 44.6846 | VAL: 4.0533 0.1232 | 2.4588 0.3708 | 2.3824 0.3490 | Time: 2.7093 | TEST: 4.0958 0.1282 | 2.2860 0.4180 | 2.4545 0.3889 | Time: 3.0044
Epoch: 0001 | TRAIN: 2.0981 0.4315 | 0.7084 0.8251 | 0.9814 0.7362 | Time: 43.6123 | VAL: 2.4485 0.3152 | 1.5420 0.5281 | 1.6369 0.5302 | Time: 2.8684 | TEST: 2.4654 0.2872 | 1.8026 0.4836 | 1.9341 0.4389 | Time: 2.9890
Epoch: 0002 | TRAIN: 2.0650 0.4201 | 0.5973 0.8444 | 0.8454 0.7548 | Time: 43.9761 | VAL: 2.8500 0.2899 | 2.1630 0.4719 | 1.7322 0.5235 | Time: 2.6214 | TEST: 2.9340 0.2462 | 2.0916 0.4590 | 1.7126 0.5333 | Time: 3.0387
Epoch: 0003 | TRAIN: 1.8816 0.4874 | 0.3909 0.9081 | 0.6446 0.8155 | Time: 44.4645 | VAL: 2.5001 0.3442 | 1.1318 0.5955 | 1.4697 0.5705 | Time: 2.5376 | TEST: 2.4859 0.3538 | 1.2524 0.6230 | 1.4931 0.5833 | Time: 3.0824
Epoch: 0004 | TRAIN: 1.7615 0.5132 | 0.3380 0.9056 | 0.4667 0.8690 | Time: 43.9743 | VAL: 2.2570 0.4094 | 0.9529 0.7079 | 0.9058 0.7315 | Time: 2.6119 | TEST: 2.2075 0.4154 | 1.0974 0.6475 | 1.0256 0.6944 | Time: 3.2349
Epoch: 0005 | TRAIN: 1.6034 0.5607 | 0.1779 0.9531 | 0.3147 0.9153 | Time: 43.8527 | VAL: 2.3165 0.3986 | 1.2438 0.6517 | 1.2662 0.6443 | Time: 2.6736 | TEST: 2.3151 0.3932 | 1.3681 0.6148 | 1.3691 0.6389 | Time: 3.3548
Epoch: 0006 | TRAIN: 1.4227 0.5992 | 0.0989 0.9796 | 0.2000 0.9453 | Time: 44.1171 | VAL: 1.8367 0.5163 | 0.6597 0.7978 | 0.6657 0.8188 | Time: 2.5519 | TEST: 1.8430 0.4872 | 0.7634 0.7295 | 0.6031 0.8167 | Time: 3.1046
Epoch: 0007 | TRAIN: 1.1894 0.6689 | 0.0569 0.9868 | 0.1002 0.9778 | Time: 44.1461 | VAL: 1.7987 0.4928 | 0.4961 0.7865 | 0.4810 0.8456 | Time: 2.5713 | TEST: 1.7433 0.5094 | 0.7123 0.7623 | 0.5036 0.8333 | Time: 3.0882
Epoch: 0008 | TRAIN: 0.9570 0.7308 | 0.0286 0.9964 | 0.0613 0.9886 | Time: 44.0568 | VAL: 1.5597 0.5851 | 1.0057 0.7191 | 0.5391 0.8322 | Time: 2.5825 | TEST: 1.4927 0.5829 | 0.7731 0.7541 | 0.5696 0.8167 | Time: 3.2587
Epoch: 0009 | TRAIN: 0.7820 0.7698 | 0.0239 0.9970 | 0.0353 0.9964 | Time: 43.9896 | VAL: 1.4880 0.6105 | 0.3274 0.8876 | 0.3062 0.8993 | Time: 2.4614 | TEST: 1.5197 0.6034 | 0.3681 0.8934 | 0.3343 0.8889 | Time: 3.3499
Epoch: 0010 | TRAIN: 0.6583 0.8125 | 0.0189 0.9988 | 0.0326 0.9946 | Time: 43.7497 | VAL: 1.7505 0.5507 | 0.4967 0.8764 | 0.3829 0.8792 | Time: 2.6525 | TEST: 1.6088 0.5521 | 0.5617 0.8033 | 0.4744 0.8667 | Time: 3.0336
Epoch: 0011 | TRAIN: 0.5951 0.8335 | 0.0147 1.0000 | 0.0296 0.9946 | Time: 43.9109 | VAL: 1.7223 0.5525 | 0.6580 0.7865 | 0.4669 0.8926 | Time: 2.5608 | TEST: 1.6360 0.5590 | 0.5790 0.8115 | 0.5181 0.8667 | Time: 3.1029
Epoch: 0012 | TRAIN: 0.4875 0.8564 | 0.0126 0.9994 | 0.0311 0.9952 | Time: 43.9906 | VAL: 1.6601 0.5888 | 0.5129 0.8539 | 0.4305 0.8993 | Time: 2.5239 | TEST: 1.6118 0.5624 | 0.4759 0.8443 | 0.5315 0.8500 | Time: 3.0387
Epoch: 0013 | TRAIN: 0.3859 0.8840 | 0.0179 0.9964 | 0.0266 0.9970 | Time: 43.7512 | VAL: 1.7704 0.5815 | 0.4584 0.8652 | 0.3973 0.8859 | Time: 2.7855 | TEST: 1.7276 0.5692 | 0.4840 0.8443 | 0.3849 0.8722 | Time: 3.0125
Epoch: 0014 | TRAIN: 0.3261 0.9014 | 0.0124 0.9970 | 0.0180 0.9982 | Time: 43.9724 | VAL: 1.6653 0.5870 | 0.4700 0.8427 | 0.2965 0.9060 | Time: 2.6048 | TEST: 1.5121 0.6205 | 0.5059 0.8115 | 0.3501 0.8889 | Time: 3.1000
Epoch: 0015 | TRAIN: 0.3029 0.9069 | 0.0116 0.9976 | 0.0136 0.9994 | Time: 44.1595 | VAL: 1.8347 0.5525 | 0.2997 0.9101 | 0.3180 0.9195 | Time: 2.7550 | TEST: 1.7199 0.5897 | 0.3281 0.9098 | 0.3089 0.9111 | Time: 3.0404
Epoch: 0016 | TRAIN: 0.2343 0.9363 | 0.0103 0.9994 | 0.0190 0.9976 | Time: 43.8052 | VAL: 1.8566 0.5562 | 0.6413 0.8202 | 0.4870 0.8591 | Time: 2.6324 | TEST: 1.7643 0.5538 | 0.5738 0.8197 | 0.5472 0.8667 | Time: 3.4199
Epoch: 0017 | TRAIN: 0.2136 0.9405 | 0.0101 0.9994 | 0.0197 0.9970 | Time: 43.8722 | VAL: 1.4980 0.6304 | 0.4411 0.8427 | 0.3836 0.9060 | Time: 2.7262 | TEST: 1.4609 0.6427 | 0.5678 0.8115 | 0.4069 0.8944 | Time: 3.4661
Epoch: 0018 | TRAIN: 0.1401 0.9621 | 0.0099 0.9988 | 0.0154 0.9982 | Time: 43.6069 | VAL: 1.7920 0.5906 | 0.5395 0.8315 | 0.3276 0.9329 | Time: 2.5508 | TEST: 1.7109 0.5590 | 0.5197 0.8279 | 0.3731 0.8944 | Time: 3.2051
Epoch: 0019 | TRAIN: 0.1382 0.9627 | 0.0071 1.0000 | 0.0107 0.9988 | Time: 44.2770 | VAL: 1.6597 0.6141 | 0.4396 0.8876 | 0.2834 0.9128 | Time: 2.6229 | TEST: 1.6341 0.6188 | 0.4214 0.8525 | 0.3959 0.9000 | Time: 3.0897
Epoch: 0020 | TRAIN: 0.1444 0.9603 | 0.0090 0.9988 | 0.0134 0.9994 | Time: 43.8135 | VAL: 1.5798 0.5978 | 0.6420 0.7978 | 0.3410 0.9060 | Time: 3.0454 | TEST: 1.4552 0.6359 | 0.5753 0.8689 | 0.4221 0.8944 | Time: 3.5939
Epoch: 0021 | TRAIN: 0.1208 0.9615 | 0.0092 0.9988 | 0.0117 0.9982 | Time: 44.0774 | VAL: 1.7652 0.6051 | 0.5713 0.8315 | 0.4576 0.8456 | Time: 2.6585 | TEST: 1.6144 0.6137 | 0.5075 0.8115 | 0.3556 0.9111 | Time: 3.0716
Epoch: 0022 | TRAIN: 0.1254 0.9621 | 0.0105 0.9994 | 0.0169 0.9958 | Time: 43.6282 | VAL: 1.7014 0.5779 | 0.4940 0.8652 | 0.4480 0.8658 | Time: 2.7088 | TEST: 1.6283 0.6068 | 0.6737 0.8115 | 0.7359 0.8389 | Time: 3.0251
Epoch: 0023 | TRAIN: 0.1642 0.9555 | 0.0117 0.9982 | 0.0188 0.9970 | Time: 44.3563 | VAL: 2.0605 0.5707 | 0.5516 0.8652 | 0.3284 0.9060 | Time: 2.6307 | TEST: 1.8670 0.5692 | 0.7253 0.8033 | 0.4071 0.8611 | Time: 3.1030
Epoch: 0024 | TRAIN: 0.1844 0.9441 | 0.0151 0.9982 | 0.0238 0.9940 | Time: 43.9281 | VAL: 2.0497 0.5453 | 0.7415 0.7978 | 0.4159 0.8926 | Time: 2.5525 | TEST: 2.0595 0.5094 | 0.8205 0.7869 | 0.6975 0.8278 | Time: 3.0836
Epoch: 0025 | TRAIN: 0.2216 0.9327 | 0.0139 0.9976 | 0.0270 0.9946 | Time: 44.0471 | VAL: 1.9273 0.5634 | 0.8348 0.7640 | 0.4591 0.8993 | Time: 2.5003 | TEST: 1.9020 0.5419 | 0.6034 0.8361 | 0.4111 0.8778 | Time: 3.0031
Epoch: 0026 | TRAIN: 0.1827 0.9447 | 0.0160 0.9988 | 0.0264 0.9946 | Time: 43.9117 | VAL: 2.0086 0.5417 | 0.5646 0.8315 | 0.4815 0.8993 | Time: 2.5973 | TEST: 2.0356 0.5726 | 0.5523 0.8607 | 0.4607 0.8889 | Time: 2.9960
Epoch: 0027 | TRAIN: 0.1728 0.9459 | 0.0153 0.9970 | 0.0183 0.9970 | Time: 43.3175 | VAL: 1.8005 0.6214 | 0.4650 0.8539 | 0.5775 0.8591 | Time: 2.6659 | TEST: 1.7742 0.5897 | 0.5104 0.8607 | 0.5562 0.8444 | Time: 3.1298
Epoch: 0028 | TRAIN: 0.1690 0.9537 | 0.0154 0.9976 | 0.0250 0.9940 | Time: 42.8376 | VAL: 1.8863 0.5888 | 0.4755 0.8652 | 0.4574 0.8725 | Time: 2.6178 | TEST: 1.9403 0.5692 | 0.7054 0.7869 | 0.4477 0.8556 | Time: 2.9381
Epoch: 0029 | TRAIN: 0.1664 0.9513 | 0.0125 0.9982 | 0.0224 0.9940 | Time: 43.2599 | VAL: 2.2911 0.5236 | 0.8516 0.7528 | 0.5271 0.8792 | Time: 2.5659 | TEST: 2.1949 0.5231 | 0.6840 0.7951 | 0.8474 0.7778 | Time: 3.1106
Epoch: 0030 | TRAIN: 0.1485 0.9597 | 0.0135 0.9964 | 0.0113 0.9988 | Time: 43.9395 | VAL: 1.7871 0.6232 | 0.5964 0.8202 | 0.4544 0.8456 | Time: 2.5462 | TEST: 1.6775 0.6137 | 0.6318 0.8197 | 0.3874 0.8833 | Time: 3.1299
Epoch: 0031 | TRAIN: 0.1469 0.9609 | 0.0071 0.9994 | 0.0108 0.9970 | Time: 43.2269 | VAL: 2.6208 0.4801 | 0.3855 0.8764 | 0.4371 0.8658 | Time: 2.6463 | TEST: 2.6087 0.4615 | 0.4497 0.8607 | 0.6110 0.8444 | Time: 3.0237
