========================================
General Configuration:
	Wighting: MoDo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoDo Configuration:
	weighting: MoDo
	gamma_modo: 1.0
	rho_modo: 0.1
	modo_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.001
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 1.8238 0.5409 | 1.0327 0.8101 | 0.9411 0.8098 | Time: 117.5032 | VAL: 1.2780 0.7101 | 0.2085 0.9888 | 0.1945 0.9732 | Time: 2.3797 | TEST: 1.2499 0.7299 | 0.2881 0.9344 | 0.1978 0.9556 | Time: 2.8238
Epoch: 0001 | TRAIN: 0.5348 0.8837 | 0.0270 1.0000 | 0.0335 1.0000 | Time: 117.3707 | VAL: 1.0327 0.7663 | 0.1223 0.9888 | 0.1343 0.9732 | Time: 2.4179 | TEST: 1.0097 0.7573 | 0.1851 0.9344 | 0.1387 0.9778 | Time: 2.8557
Epoch: 0002 | TRAIN: 0.1582 0.9778 | 0.0151 1.0000 | 0.0151 1.0000 | Time: 116.9722 | VAL: 0.8952 0.7717 | 0.1181 0.9775 | 0.1068 0.9933 | Time: 2.4086 | TEST: 0.8939 0.7538 | 0.2401 0.9344 | 0.1179 0.9722 | Time: 2.8660
Epoch: 0003 | TRAIN: 0.0678 0.9934 | 0.0085 1.0000 | 0.0097 1.0000 | Time: 116.8685 | VAL: 0.9243 0.7736 | 0.0869 1.0000 | 0.0872 0.9799 | Time: 2.3717 | TEST: 0.8488 0.7709 | 0.1615 0.9590 | 0.1143 0.9722 | Time: 2.8256
Epoch: 0004 | TRAIN: 0.0611 0.9922 | 0.0070 1.0000 | 0.0072 1.0000 | Time: 116.7627 | VAL: 0.8768 0.7844 | 0.0894 1.0000 | 0.0989 0.9732 | Time: 2.3665 | TEST: 0.7890 0.8085 | 0.1871 0.9344 | 0.0897 0.9833 | Time: 2.8350
Epoch: 0005 | TRAIN: 0.0760 0.9853 | 0.0061 1.0000 | 0.0062 1.0000 | Time: 116.4793 | VAL: 0.9562 0.7790 | 0.1243 0.9775 | 0.1116 0.9732 | Time: 2.3839 | TEST: 0.9232 0.7709 | 0.2186 0.9344 | 0.0994 0.9778 | Time: 2.8222
Epoch: 0006 | TRAIN: 0.0881 0.9796 | 0.0058 1.0000 | 0.0066 1.0000 | Time: 116.5839 | VAL: 1.3617 0.6812 | 0.1643 0.9663 | 0.1781 0.9530 | Time: 2.3805 | TEST: 1.2052 0.6940 | 0.2724 0.9344 | 0.1758 0.9722 | Time: 2.8719
Epoch: 0007 | TRAIN: 0.1665 0.9576 | 0.0107 0.9985 | 0.0166 0.9979 | Time: 116.5394 | VAL: 1.1043 0.7446 | 0.1470 0.9663 | 0.2342 0.9530 | Time: 2.4344 | TEST: 1.0070 0.7641 | 0.2045 0.9426 | 0.0991 0.9833 | Time: 2.8812
Epoch: 0008 | TRAIN: 0.1596 0.9579 | 0.0179 0.9964 | 0.0382 0.9919 | Time: 116.4314 | VAL: 1.7315 0.5616 | 0.5179 0.8090 | 0.6808 0.8121 | Time: 2.3934 | TEST: 1.7105 0.5744 | 0.5580 0.8361 | 0.5488 0.8333 | Time: 2.8601
Epoch: 0009 | TRAIN: 1.6903 0.5532 | 0.1275 0.9706 | 0.2844 0.9240 | Time: 116.4640 | VAL: 1.7783 0.5308 | 0.1195 0.9775 | 0.3505 0.9060 | Time: 2.3775 | TEST: 1.8500 0.5214 | 0.2030 0.9426 | 0.2362 0.9389 | Time: 2.8548
Epoch: 0010 | TRAIN: 0.7769 0.7812 | 0.0042 1.0000 | 0.0138 0.9985 | Time: 116.5821 | VAL: 1.1838 0.6920 | 0.1259 0.9663 | 0.1515 0.9463 | Time: 2.3809 | TEST: 1.1698 0.7009 | 0.0991 0.9672 | 0.1366 0.9667 | Time: 2.8359
