========================================
General Configuration:
	Wighting: MoDo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoDo Configuration:
	weighting: MoDo
	gamma_modo: 0.1
	rho_modo: 0.01
	modo_gn: none
Optimizer Configuration:
	optim: adam
	lr: 1e-05
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 3.4249 0.0658 | 3.1606 0.1427 | 3.2219 0.1376 | Time: 116.9497 | VAL: 3.2348 0.1178 | 2.9322 0.2809 | 2.9521 0.3221 | Time: 2.4174 | TEST: 3.1954 0.1504 | 2.9195 0.3525 | 2.9553 0.3111 | Time: 2.8691
Epoch: 0001 | TRAIN: 3.0613 0.1875 | 2.4251 0.5240 | 2.5810 0.4366 | Time: 117.1981 | VAL: 2.9148 0.3188 | 2.4289 0.6067 | 2.5280 0.5570 | Time: 2.3991 | TEST: 2.8787 0.3641 | 2.4161 0.5902 | 2.5493 0.5667 | Time: 2.8175
Epoch: 0002 | TRAIN: 2.7617 0.3404 | 1.8940 0.7936 | 2.0989 0.6698 | Time: 116.6591 | VAL: 2.6725 0.4457 | 2.0435 0.7416 | 2.1554 0.7047 | Time: 2.3902 | TEST: 2.6420 0.4855 | 2.0428 0.7541 | 2.1894 0.7222 | Time: 2.8543
Epoch: 0003 | TRAIN: 2.5455 0.4447 | 1.4527 0.9345 | 1.6938 0.8257 | Time: 116.6407 | VAL: 2.4899 0.5489 | 1.7615 0.8652 | 1.8701 0.7987 | Time: 2.4147 | TEST: 2.4655 0.5658 | 1.7769 0.8361 | 1.9265 0.8000 | Time: 2.8192
Epoch: 0004 | TRAIN: 2.3411 0.5373 | 1.1652 0.9736 | 1.4078 0.8993 | Time: 116.3817 | VAL: 2.3306 0.6250 | 1.5375 0.8876 | 1.6480 0.8456 | Time: 2.4008 | TEST: 2.3107 0.6308 | 1.5575 0.8689 | 1.7115 0.8722 | Time: 2.8581
Epoch: 0005 | TRAIN: 2.1840 0.5968 | 0.9104 0.9937 | 1.1822 0.9438 | Time: 117.0579 | VAL: 2.2051 0.6667 | 1.3177 0.9101 | 1.5053 0.8926 | Time: 2.4167 | TEST: 2.1912 0.6684 | 1.3660 0.9016 | 1.5795 0.8944 | Time: 2.8803
Epoch: 0006 | TRAIN: 2.0660 0.6460 | 0.7041 0.9982 | 0.9997 0.9733 | Time: 117.0794 | VAL: 2.1238 0.6902 | 1.1501 0.9438 | 1.3779 0.9060 | Time: 2.4225 | TEST: 2.1133 0.6855 | 1.2132 0.9180 | 1.4601 0.9000 | Time: 2.8750
Epoch: 0007 | TRAIN: 1.9615 0.6680 | 0.5553 0.9991 | 0.8612 0.9868 | Time: 116.9477 | VAL: 2.0312 0.7083 | 0.9971 0.9775 | 1.2642 0.9195 | Time: 2.3783 | TEST: 2.0219 0.7009 | 1.0686 0.9262 | 1.3438 0.9278 | Time: 2.8380
Epoch: 0008 | TRAIN: 1.8734 0.6962 | 0.4344 1.0000 | 0.7614 0.9937 | Time: 117.2894 | VAL: 1.9777 0.7283 | 0.8997 0.9775 | 1.1879 0.9329 | Time: 2.4132 | TEST: 1.9727 0.7128 | 0.9802 0.9180 | 1.2717 0.9278 | Time: 2.8644
Epoch: 0009 | TRAIN: 1.8107 0.7215 | 0.3608 1.0000 | 0.6724 0.9946 | Time: 117.5049 | VAL: 1.9409 0.7283 | 0.8166 0.9775 | 1.1089 0.9530 | Time: 2.3631 | TEST: 1.9323 0.7145 | 0.8957 0.9344 | 1.1967 0.9333 | Time: 2.8545
Epoch: 0010 | TRAIN: 1.7588 0.7184 | 0.2975 1.0000 | 0.5840 0.9976 | Time: 117.0554 | VAL: 1.9207 0.7246 | 0.7538 1.0000 | 1.0627 0.9396 | Time: 2.4203 | TEST: 1.9102 0.7197 | 0.8463 0.9180 | 1.1519 0.9389 | Time: 2.8614
Epoch: 0011 | TRAIN: 1.6967 0.7500 | 0.2539 1.0000 | 0.5225 0.9979 | Time: 116.8649 | VAL: 1.8833 0.7391 | 0.6985 0.9775 | 0.9935 0.9597 | Time: 2.3851 | TEST: 1.8789 0.7248 | 0.7918 0.9426 | 1.0874 0.9444 | Time: 2.8359
Epoch: 0012 | TRAIN: 1.6654 0.7584 | 0.2168 1.0000 | 0.4614 0.9994 | Time: 117.0129 | VAL: 1.8431 0.7355 | 0.6536 0.9888 | 0.9472 0.9732 | Time: 2.4253 | TEST: 1.8385 0.7333 | 0.7512 0.9344 | 1.0462 0.9389 | Time: 2.8677
Epoch: 0013 | TRAIN: 1.6149 0.7614 | 0.1881 1.0000 | 0.4280 1.0000 | Time: 116.7289 | VAL: 1.8142 0.7391 | 0.6333 0.9888 | 0.9154 0.9664 | Time: 2.3878 | TEST: 1.8107 0.7368 | 0.7267 0.9426 | 1.0091 0.9444 | Time: 2.8422
Epoch: 0014 | TRAIN: 1.5753 0.7581 | 0.1688 1.0000 | 0.3822 1.0000 | Time: 116.8522 | VAL: 1.7800 0.7409 | 0.5949 0.9888 | 0.8500 0.9732 | Time: 2.4243 | TEST: 1.7777 0.7385 | 0.6919 0.9344 | 0.9442 0.9444 | Time: 2.8817
