========================================
General Configuration:
	Wighting: MoDo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoDo Configuration:
	weighting: MoDo
	gamma_modo: 0.1
	rho_modo: 0.01
	modo_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.01
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 3.8891 0.0430 | 3.5690 0.0658 | 3.6776 0.0526 | Time: 128.4542 | VAL: 8.8837 0.0362 | 3.3420 0.0562 | 3.4298 0.0537 | Time: 2.7282 | TEST: 7.4223 0.0462 | 3.3537 0.0574 | 3.3997 0.0500 | Time: 3.1835
Epoch: 0001 | TRAIN: 3.7230 0.0481 | 3.5122 0.0805 | 3.4336 0.0913 | Time: 128.1298 | VAL: 13.3432 0.0598 | 4.7736 0.0562 | 3.4262 0.1007 | Time: 2.5162 | TEST: 10.3968 0.0650 | 3.3606 0.0656 | 3.1211 0.1222 | Time: 2.9760
Epoch: 0002 | TRAIN: 3.6071 0.0682 | 3.1364 0.1202 | 3.0654 0.1520 | Time: 128.0702 | VAL: 4.2609 0.0743 | 4.2165 0.1011 | 2.8588 0.1812 | Time: 2.5206 | TEST: 3.9026 0.0667 | 4.1765 0.1230 | 2.9088 0.1333 | Time: 2.9310
Epoch: 0003 | TRAIN: 3.4205 0.0889 | 2.7761 0.1713 | 2.8233 0.1800 | Time: 128.3064 | VAL: 4.8068 0.0960 | 4.2771 0.0562 | 2.7734 0.2081 | Time: 2.5247 | TEST: 3.8421 0.0974 | 4.2366 0.0738 | 2.7196 0.2278 | Time: 2.9276
Epoch: 0004 | TRAIN: 3.1044 0.1514 | 2.3173 0.2903 | 2.5327 0.2317 | Time: 128.0449 | VAL: 5.1755 0.1304 | 4.0466 0.0674 | 2.6526 0.2081 | Time: 2.5811 | TEST: 4.5541 0.1436 | 3.9710 0.0902 | 2.4968 0.2944 | Time: 3.0764
Epoch: 0005 | TRAIN: 2.8548 0.1965 | 1.9757 0.3927 | 2.2547 0.3119 | Time: 128.4367 | VAL: 3.8747 0.1920 | 4.8138 0.1461 | 2.4651 0.2819 | Time: 2.5706 | TEST: 4.9913 0.1726 | 4.9454 0.1148 | 2.5151 0.2667 | Time: 3.0081
Epoch: 0006 | TRAIN: 2.6457 0.2440 | 1.6943 0.4660 | 1.9888 0.3885 | Time: 128.1485 | VAL: 3.2855 0.2120 | 5.4475 0.1011 | 2.3388 0.3423 | Time: 2.5107 | TEST: 3.2020 0.2103 | 5.1964 0.1066 | 2.4180 0.2944 | Time: 2.9524
Epoch: 0007 | TRAIN: 2.4197 0.3014 | 1.5600 0.5066 | 1.8680 0.4336 | Time: 128.3619 | VAL: 3.0139 0.2627 | 4.0141 0.1685 | 2.0846 0.3893 | Time: 2.8845 | TEST: 2.9375 0.2598 | 3.8516 0.1721 | 2.2055 0.3667 | Time: 3.0090
Epoch: 0008 | TRAIN: 2.2250 0.3603 | 1.3301 0.5775 | 1.7347 0.4712 | Time: 128.1182 | VAL: 2.9803 0.2899 | 3.5169 0.1685 | 2.0623 0.3758 | Time: 2.5316 | TEST: 2.8621 0.2906 | 3.6149 0.1475 | 2.0923 0.4556 | Time: 2.9691
Epoch: 0009 | TRAIN: 2.0031 0.4198 | 1.1085 0.6490 | 1.5143 0.5294 | Time: 128.2858 | VAL: 3.2593 0.2717 | 4.9504 0.1798 | 1.7804 0.4899 | Time: 2.9029 | TEST: 3.1577 0.2974 | 4.9863 0.1721 | 1.8644 0.5167 | Time: 3.2940
Epoch: 0010 | TRAIN: 1.8177 0.4703 | 0.8677 0.7314 | 1.4222 0.5547 | Time: 128.6764 | VAL: 3.4530 0.2681 | 4.0424 0.1685 | 1.7401 0.4765 | Time: 2.4653 | TEST: 3.3818 0.3026 | 4.0093 0.1721 | 1.8044 0.5056 | Time: 2.9416
Epoch: 0011 | TRAIN: 1.5962 0.5258 | 0.6711 0.7909 | 1.1839 0.6208 | Time: 128.6686 | VAL: 2.9326 0.3351 | 4.6581 0.1685 | 1.6519 0.5235 | Time: 2.4875 | TEST: 2.7699 0.3675 | 4.8727 0.2131 | 1.7758 0.5444 | Time: 2.9885
Epoch: 0012 | TRAIN: 1.4717 0.5727 | 0.4907 0.8477 | 1.0110 0.6719 | Time: 128.9616 | VAL: 3.5208 0.3098 | 4.9409 0.1685 | 1.5925 0.5705 | Time: 2.5540 | TEST: 3.3044 0.3368 | 5.0488 0.1803 | 1.5167 0.5889 | Time: 3.0364
Epoch: 0013 | TRAIN: 1.2251 0.6385 | 0.3929 0.8846 | 0.8134 0.7467 | Time: 127.7799 | VAL: 3.5655 0.3551 | 3.9620 0.2360 | 1.2946 0.6510 | Time: 2.6370 | TEST: 3.3390 0.3778 | 4.0403 0.2869 | 1.3519 0.6444 | Time: 3.0195
Epoch: 0014 | TRAIN: 1.0595 0.6773 | 0.2487 0.9216 | 0.6439 0.7900 | Time: 128.4687 | VAL: 4.0058 0.3243 | 4.3811 0.2022 | 1.3202 0.5839 | Time: 2.4972 | TEST: 3.6517 0.3470 | 4.3578 0.2869 | 1.5084 0.6000 | Time: 2.9641
Epoch: 0015 | TRAIN: 0.8999 0.7206 | 0.1771 0.9531 | 0.5244 0.8293 | Time: 127.5177 | VAL: 3.7114 0.3587 | 4.7673 0.2135 | 1.1434 0.7047 | Time: 2.5644 | TEST: 3.4881 0.3795 | 4.8190 0.2541 | 1.1269 0.7111 | Time: 3.2064
Epoch: 0016 | TRAIN: 0.7044 0.7803 | 0.1043 0.9715 | 0.4459 0.8552 | Time: 128.9132 | VAL: 3.9284 0.3641 | 5.4739 0.2022 | 1.4608 0.6644 | Time: 2.5444 | TEST: 3.7648 0.3761 | 5.9110 0.2541 | 1.2656 0.6889 | Time: 2.9952
Epoch: 0017 | TRAIN: 0.6139 0.8050 | 0.0981 0.9712 | 0.4657 0.8474 | Time: 128.1534 | VAL: 4.2726 0.3587 | 5.5135 0.2022 | 1.3416 0.6510 | Time: 2.5214 | TEST: 4.2049 0.3419 | 5.5874 0.2377 | 1.4773 0.5944 | Time: 3.0811
Epoch: 0018 | TRAIN: 0.4934 0.8332 | 0.0597 0.9832 | 0.4178 0.8546 | Time: 128.5732 | VAL: 4.0758 0.3786 | 4.5153 0.2921 | 1.4356 0.6577 | Time: 2.5373 | TEST: 3.8661 0.3726 | 4.9017 0.3033 | 1.3691 0.6833 | Time: 2.9919
Epoch: 0019 | TRAIN: 0.4159 0.8717 | 0.0364 0.9898 | 0.4192 0.8684 | Time: 128.1300 | VAL: 4.7737 0.3442 | 4.5894 0.2584 | 1.3161 0.6779 | Time: 2.5203 | TEST: 4.3401 0.3402 | 5.2690 0.2869 | 1.3237 0.7000 | Time: 3.2045
Epoch: 0020 | TRAIN: 0.3223 0.9005 | 0.0343 0.9895 | 0.3900 0.8684 | Time: 128.2533 | VAL: 4.8319 0.3442 | 4.7927 0.3483 | 1.3721 0.6913 | Time: 2.5271 | TEST: 4.6351 0.3692 | 4.8624 0.3525 | 1.3016 0.6722 | Time: 2.9590
