========================================
General Configuration:
	Wighting: MoCo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoCo Configuration:
	weighting: MoCo
	beta_moco: 1.0
	gamma_moco: 0.1
	rho_moco: 1.0
	moco_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.001
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 2.2598 0.4387 | 1.4157 0.7380 | 1.4049 0.7061 | Time: 44.7613 | VAL: 1.8127 0.5743 | 0.4693 0.9438 | 0.5106 0.9463 | Time: 2.5495 | TEST: 1.8001 0.5915 | 0.4699 0.9426 | 0.6082 0.9056 | Time: 3.0828
Epoch: 0001 | TRAIN: 1.2196 0.7151 | 0.0868 0.9994 | 0.1262 0.9964 | Time: 44.0056 | VAL: 1.3626 0.6884 | 0.0894 0.9888 | 0.1540 0.9799 | Time: 2.5656 | TEST: 1.3619 0.7060 | 0.1629 0.9672 | 0.1756 0.9667 | Time: 3.0531
Epoch: 0002 | TRAIN: 0.7685 0.8209 | 0.0190 1.0000 | 0.0252 1.0000 | Time: 44.2135 | VAL: 1.1111 0.7464 | 0.0709 0.9775 | 0.1216 0.9799 | Time: 2.8699 | TEST: 1.0844 0.7607 | 0.1387 0.9672 | 0.1142 0.9833 | Time: 3.3757
Epoch: 0003 | TRAIN: 0.4705 0.8990 | 0.0112 1.0000 | 0.0133 1.0000 | Time: 43.5971 | VAL: 1.0346 0.7554 | 0.0635 0.9775 | 0.1344 0.9732 | Time: 2.6020 | TEST: 1.0323 0.7675 | 0.1569 0.9590 | 0.1238 0.9722 | Time: 3.0258
Epoch: 0004 | TRAIN: 0.2569 0.9507 | 0.0084 1.0000 | 0.0096 1.0000 | Time: 43.9977 | VAL: 0.9386 0.7627 | 0.0587 0.9775 | 0.1059 0.9799 | Time: 2.5979 | TEST: 0.9193 0.7795 | 0.1572 0.9590 | 0.1056 0.9611 | Time: 3.0838
Epoch: 0005 | TRAIN: 0.1163 0.9832 | 0.0073 1.0000 | 0.0078 1.0000 | Time: 44.1166 | VAL: 0.9334 0.7609 | 0.0580 0.9888 | 0.0879 0.9866 | Time: 2.5671 | TEST: 0.9387 0.7709 | 0.1478 0.9508 | 0.1148 0.9667 | Time: 3.0638
Epoch: 0006 | TRAIN: 0.0620 0.9940 | 0.0058 1.0000 | 0.0067 1.0000 | Time: 44.1325 | VAL: 0.8894 0.7627 | 0.0622 0.9888 | 0.1024 0.9799 | Time: 2.5617 | TEST: 0.8243 0.7846 | 0.1776 0.9590 | 0.1239 0.9722 | Time: 3.1171
Epoch: 0007 | TRAIN: 0.0589 0.9922 | 0.0054 1.0000 | 0.0062 1.0000 | Time: 44.2919 | VAL: 0.8491 0.7790 | 0.0903 0.9663 | 0.0919 0.9799 | Time: 2.7069 | TEST: 0.8162 0.7863 | 0.1476 0.9590 | 0.0990 0.9778 | Time: 3.0486
Epoch: 0008 | TRAIN: 0.0332 0.9958 | 0.0044 1.0000 | 0.0052 1.0000 | Time: 43.8300 | VAL: 0.8386 0.7772 | 0.0773 0.9775 | 0.1040 0.9799 | Time: 2.6913 | TEST: 0.8380 0.7829 | 0.1516 0.9672 | 0.1349 0.9611 | Time: 3.1568
Epoch: 0009 | TRAIN: 0.0304 0.9970 | 0.0039 1.0000 | 0.0045 1.0000 | Time: 43.7878 | VAL: 0.8793 0.7717 | 0.0978 0.9775 | 0.1474 0.9732 | Time: 2.5736 | TEST: 0.8666 0.7726 | 0.1355 0.9754 | 0.1374 0.9611 | Time: 3.4823
Epoch: 0010 | TRAIN: 0.0454 0.9922 | 0.0039 1.0000 | 0.0042 1.0000 | Time: 44.6570 | VAL: 0.8996 0.7645 | 0.0802 0.9888 | 0.1214 0.9799 | Time: 2.5732 | TEST: 0.8876 0.7726 | 0.1448 0.9590 | 0.1075 0.9667 | Time: 3.0015
Epoch: 0011 | TRAIN: 0.0414 0.9916 | 0.0034 1.0000 | 0.0036 1.0000 | Time: 43.8680 | VAL: 0.8567 0.7844 | 0.0777 0.9775 | 0.1048 0.9732 | Time: 2.7769 | TEST: 0.8678 0.7641 | 0.1400 0.9508 | 0.0993 0.9667 | Time: 3.0203
Epoch: 0012 | TRAIN: 0.0416 0.9934 | 0.0027 1.0000 | 0.0031 1.0000 | Time: 43.8966 | VAL: 0.8244 0.7880 | 0.0800 0.9663 | 0.1184 0.9732 | Time: 2.6279 | TEST: 0.8137 0.7846 | 0.1218 0.9590 | 0.1164 0.9556 | Time: 3.0363
Epoch: 0013 | TRAIN: 0.0354 0.9940 | 0.0027 1.0000 | 0.0026 1.0000 | Time: 43.9530 | VAL: 0.8931 0.7699 | 0.0681 0.9775 | 0.1082 0.9866 | Time: 2.8328 | TEST: 0.8380 0.7829 | 0.1100 0.9672 | 0.1412 0.9500 | Time: 3.2837
Epoch: 0014 | TRAIN: 0.0522 0.9886 | 0.0030 1.0000 | 0.0061 0.9994 | Time: 44.4971 | VAL: 0.8607 0.7790 | 0.0383 0.9888 | 0.1080 0.9732 | Time: 2.5704 | TEST: 0.7814 0.7880 | 0.1609 0.9590 | 0.1613 0.9500 | Time: 3.3142
Epoch: 0015 | TRAIN: 0.1030 0.9742 | 0.0138 0.9970 | 0.0171 0.9976 | Time: 44.3666 | VAL: 1.0538 0.7301 | 0.2160 0.9326 | 0.1864 0.9597 | Time: 2.6104 | TEST: 1.0664 0.7316 | 0.2779 0.9098 | 0.3017 0.9167 | Time: 3.2767
Epoch: 0016 | TRAIN: 0.2415 0.9345 | 0.0102 0.9994 | 0.0299 0.9934 | Time: 44.0017 | VAL: 1.2240 0.6775 | 0.2835 0.9101 | 0.1696 0.9463 | Time: 2.5801 | TEST: 1.1099 0.7197 | 0.2532 0.9098 | 0.1797 0.9444 | Time: 3.1066
Epoch: 0017 | TRAIN: 0.1615 0.9579 | 0.0032 1.0000 | 0.0052 1.0000 | Time: 44.8494 | VAL: 0.8956 0.7663 | 0.0626 0.9888 | 0.0922 0.9799 | Time: 2.5524 | TEST: 0.8488 0.7812 | 0.1140 0.9672 | 0.1381 0.9556 | Time: 3.0119
Epoch: 0018 | TRAIN: 0.0522 0.9868 | 0.0020 1.0000 | 0.0022 1.0000 | Time: 44.1124 | VAL: 0.8636 0.7645 | 0.0395 0.9775 | 0.0745 0.9866 | Time: 2.5438 | TEST: 0.8351 0.7966 | 0.1121 0.9590 | 0.0976 0.9667 | Time: 3.0695
Epoch: 0019 | TRAIN: 0.0380 0.9940 | 0.0056 0.9988 | 0.0029 0.9994 | Time: 44.3045 | VAL: 1.2428 0.6775 | 0.1783 0.9326 | 0.1492 0.9597 | Time: 2.9990 | TEST: 1.2131 0.7060 | 0.2174 0.9426 | 0.2144 0.9278 | Time: 3.0520
Epoch: 0020 | TRAIN: 0.2279 0.9333 | 0.0356 0.9916 | 0.0377 0.9922 | Time: 44.2777 | VAL: 2.6275 0.3750 | 0.7324 0.8202 | 0.8523 0.7584 | Time: 2.7682 | TEST: 2.7376 0.4017 | 0.5884 0.8689 | 0.9479 0.7778 | Time: 3.8419
Epoch: 0021 | TRAIN: 0.8638 0.7542 | 0.0486 0.9916 | 0.0789 0.9850 | Time: 44.8802 | VAL: 1.6135 0.5924 | 0.2526 0.9326 | 0.2611 0.9329 | Time: 2.6214 | TEST: 1.5724 0.5829 | 0.3466 0.9098 | 0.2789 0.9056 | Time: 3.0366
Epoch: 0022 | TRAIN: 0.7592 0.7861 | 0.0090 1.0000 | 0.0186 0.9958 | Time: 43.7667 | VAL: 1.1312 0.7065 | 0.0590 0.9775 | 0.1508 0.9664 | Time: 2.5830 | TEST: 1.1424 0.7179 | 0.2020 0.9590 | 0.1120 0.9722 | Time: 3.0399
Epoch: 0023 | TRAIN: 0.3257 0.9123 | 0.0021 1.0000 | 0.0025 1.0000 | Time: 44.1971 | VAL: 0.9525 0.7518 | 0.0775 0.9888 | 0.0796 0.9799 | Time: 2.5833 | TEST: 0.9484 0.7624 | 0.1192 0.9672 | 0.0603 0.9722 | Time: 3.0135
Epoch: 0024 | TRAIN: 0.1001 0.9802 | 0.0011 1.0000 | 0.0015 1.0000 | Time: 44.3459 | VAL: 1.0204 0.7518 | 0.1009 0.9663 | 0.0662 0.9866 | Time: 2.5324 | TEST: 1.0255 0.7436 | 0.1286 0.9426 | 0.1039 0.9778 | Time: 3.0130
Epoch: 0025 | TRAIN: 0.0544 0.9838 | 0.0011 1.0000 | 0.0011 1.0000 | Time: 44.2576 | VAL: 0.9818 0.7536 | 0.0536 0.9888 | 0.0601 0.9866 | Time: 2.5944 | TEST: 0.9278 0.7812 | 0.1478 0.9672 | 0.0695 0.9833 | Time: 2.9979
Epoch: 0026 | TRAIN: 0.0476 0.9856 | 0.0011 1.0000 | 0.0012 1.0000 | Time: 44.0913 | VAL: 0.9805 0.7645 | 0.0510 0.9775 | 0.0773 0.9866 | Time: 3.0429 | TEST: 0.9455 0.7744 | 0.1384 0.9672 | 0.0791 0.9833 | Time: 3.1820
Epoch: 0027 | TRAIN: 0.0409 0.9892 | 0.0010 1.0000 | 0.0010 1.0000 | Time: 44.3379 | VAL: 1.0260 0.7518 | 0.0575 0.9888 | 0.0428 0.9866 | Time: 2.5085 | TEST: 1.0021 0.7538 | 0.1154 0.9590 | 0.1028 0.9778 | Time: 3.0393
Epoch: 0028 | TRAIN: 0.0399 0.9904 | 0.0008 1.0000 | 0.0009 1.0000 | Time: 44.0675 | VAL: 0.9837 0.7663 | 0.0339 0.9775 | 0.0469 0.9866 | Time: 2.7345 | TEST: 0.9399 0.7692 | 0.0740 0.9754 | 0.1382 0.9722 | Time: 3.0640
Epoch: 0029 | TRAIN: 0.0248 0.9952 | 0.0011 1.0000 | 0.0009 1.0000 | Time: 43.7911 | VAL: 0.9552 0.7663 | 0.0840 0.9775 | 0.0490 0.9866 | Time: 2.6507 | TEST: 0.9192 0.7932 | 0.1572 0.9508 | 0.1152 0.9778 | Time: 3.0771
Epoch: 0030 | TRAIN: 0.0358 0.9916 | 0.0013 1.0000 | 0.0011 1.0000 | Time: 43.8247 | VAL: 0.9839 0.7699 | 0.0930 0.9775 | 0.0921 0.9799 | Time: 2.8486 | TEST: 0.9670 0.7932 | 0.2529 0.9344 | 0.1207 0.9778 | Time: 3.8681
Epoch: 0031 | TRAIN: 0.0410 0.9886 | 0.0009 1.0000 | 0.0012 1.0000 | Time: 44.1569 | VAL: 1.0329 0.7536 | 0.0526 0.9888 | 0.0755 0.9866 | Time: 2.5566 | TEST: 1.0141 0.7709 | 0.1571 0.9590 | 0.1112 0.9667 | Time: 2.9998
Epoch: 0032 | TRAIN: 0.0331 0.9922 | 0.0008 1.0000 | 0.0008 1.0000 | Time: 44.4136 | VAL: 1.0323 0.7554 | 0.0528 0.9888 | 0.1121 0.9732 | Time: 2.6008 | TEST: 0.9941 0.7812 | 0.1744 0.9508 | 0.1181 0.9778 | Time: 3.1922
Epoch: 0033 | TRAIN: 0.0276 0.9946 | 0.0007 1.0000 | 0.0011 1.0000 | Time: 44.6863 | VAL: 1.0105 0.7627 | 0.1413 0.9663 | 0.0998 0.9799 | Time: 2.9814 | TEST: 0.9692 0.7829 | 0.1434 0.9426 | 0.1375 0.9500 | Time: 3.0898
Epoch: 0034 | TRAIN: 0.0524 0.9850 | 0.0009 1.0000 | 0.0087 0.9988 | Time: 44.1214 | VAL: 1.2866 0.7228 | 0.1399 0.9888 | 0.1208 0.9732 | Time: 2.6163 | TEST: 1.3625 0.7162 | 0.2708 0.9016 | 0.2246 0.9444 | Time: 2.9849
Epoch: 0035 | TRAIN: 0.0634 0.9820 | 0.0029 0.9994 | 0.0039 0.9994 | Time: 44.1410 | VAL: 1.3661 0.6957 | 0.2699 0.9326 | 0.3935 0.8859 | Time: 2.5644 | TEST: 1.3895 0.6889 | 0.3001 0.9262 | 0.2997 0.9111 | Time: 3.1774
