========================================
General Configuration:
	Wighting: MoCo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoCo Configuration:
	weighting: MoCo
	beta_moco: 1.0
	gamma_moco: 0.1
	rho_moco: 0.1
	moco_gn: none
Optimizer Configuration:
	optim: adam
	lr: 1e-05
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 3.5092 0.0439 | 3.4050 0.0691 | 3.3694 0.0895 | Time: 40.3092 | VAL: 3.4053 0.0435 | 3.2542 0.1124 | 3.1792 0.1879 | Time: 2.4442 | TEST: 3.3664 0.0564 | 3.2638 0.0820 | 3.1594 0.2389 | Time: 2.8618
Epoch: 0001 | TRAIN: 3.3558 0.0751 | 3.0613 0.1701 | 2.8804 0.2752 | Time: 40.0108 | VAL: 3.2695 0.1087 | 3.0381 0.2360 | 2.8234 0.4027 | Time: 2.4324 | TEST: 3.2348 0.1214 | 3.0531 0.2377 | 2.8276 0.4056 | Time: 2.8666
Epoch: 0002 | TRAIN: 3.2174 0.1292 | 2.7749 0.3125 | 2.4570 0.4898 | Time: 40.0161 | VAL: 3.1645 0.1920 | 2.7964 0.4045 | 2.5068 0.5302 | Time: 2.4215 | TEST: 3.1306 0.2085 | 2.8255 0.4262 | 2.5319 0.5778 | Time: 2.8774
Epoch: 0003 | TRAIN: 3.1198 0.1575 | 2.4268 0.5397 | 2.0716 0.6797 | Time: 40.0709 | VAL: 3.0698 0.2391 | 2.5778 0.5169 | 2.2365 0.6644 | Time: 2.4126 | TEST: 3.0373 0.2667 | 2.6085 0.5246 | 2.2798 0.6611 | Time: 2.8820
Epoch: 0004 | TRAIN: 3.0019 0.2296 | 2.1740 0.6725 | 1.7799 0.7800 | Time: 39.7944 | VAL: 2.9794 0.2808 | 2.3878 0.5843 | 2.0321 0.7047 | Time: 2.3945 | TEST: 2.9486 0.3214 | 2.4187 0.6475 | 2.0864 0.7222 | Time: 2.8557
Epoch: 0005 | TRAIN: 2.9149 0.2602 | 1.9320 0.7885 | 1.5435 0.8750 | Time: 39.8570 | VAL: 2.8982 0.3297 | 2.2313 0.7303 | 1.8608 0.7852 | Time: 2.4276 | TEST: 2.8717 0.3915 | 2.2632 0.6885 | 1.9242 0.7833 | Time: 2.8700
Epoch: 0006 | TRAIN: 2.8037 0.3209 | 1.7055 0.8786 | 1.3488 0.9129 | Time: 39.8613 | VAL: 2.8262 0.3786 | 2.0662 0.7528 | 1.7202 0.8188 | Time: 2.4350 | TEST: 2.8004 0.4256 | 2.1004 0.7705 | 1.7878 0.8333 | Time: 2.8857
Epoch: 0007 | TRAIN: 2.7598 0.3438 | 1.5351 0.9285 | 1.2129 0.9393 | Time: 39.8943 | VAL: 2.7526 0.4312 | 1.9206 0.8427 | 1.5931 0.8658 | Time: 2.4318 | TEST: 2.7282 0.4581 | 1.9628 0.8197 | 1.6669 0.8667 | Time: 2.8570
Epoch: 0008 | TRAIN: 2.6244 0.4165 | 1.3682 0.9555 | 1.0513 0.9669 | Time: 39.9928 | VAL: 2.6843 0.4710 | 1.8077 0.8539 | 1.4936 0.8792 | Time: 2.4138 | TEST: 2.6628 0.4923 | 1.8550 0.8443 | 1.5742 0.8778 | Time: 2.8650
Epoch: 0009 | TRAIN: 2.5546 0.4321 | 1.2424 0.9760 | 0.9492 0.9790 | Time: 39.8825 | VAL: 2.6061 0.5109 | 1.7175 0.8764 | 1.4057 0.8792 | Time: 2.4153 | TEST: 2.5853 0.5179 | 1.7669 0.8607 | 1.4945 0.8889 | Time: 2.8825
Epoch: 0010 | TRAIN: 2.4719 0.4958 | 1.1332 0.9886 | 0.8454 0.9808 | Time: 40.0374 | VAL: 2.5391 0.5344 | 1.6119 0.8764 | 1.3291 0.8926 | Time: 2.4225 | TEST: 2.5190 0.5641 | 1.6704 0.8934 | 1.4231 0.9056 | Time: 2.8666
