========================================
General Configuration:
	Wighting: MoCo
	Architecture: HPS
	Rep_Grad: False
	Multi_Input: True
	Seed: 0
	Device: cuda:0
MoCo Configuration:
	weighting: MoCo
	beta_moco: 1.0
	gamma_moco: 0.01
	rho_moco: 0.1
	moco_gn: none
Optimizer Configuration:
	optim: adam
	lr: 0.01
	weight_decay: 1e-05
========================================
Total Params: 11487901
Trainable Params: 11487901
Non-trainable Params: 0
========================================
LOG FORMAT | amazon_LOSS Acc | dslr_LOSS Acc | webcam_LOSS Acc | TIME
Epoch: 0000 | TRAIN: 3.8304 0.0421 | 3.5430 0.0763 | 3.6925 0.0643 | Time: 41.1816 | VAL: 5.4384 0.0380 | 3.2629 0.0562 | 3.4219 0.0805 | Time: 2.4653 | TEST: 5.7432 0.0427 | 3.3876 0.0492 | 3.2878 0.0944 | Time: 3.1420
Epoch: 0001 | TRAIN: 3.7284 0.0433 | 3.0387 0.1250 | 3.0685 0.1334 | Time: 40.3680 | VAL: 5.7596 0.0399 | 3.5444 0.1236 | 2.7548 0.1611 | Time: 2.4561 | TEST: 5.1184 0.0342 | 3.3328 0.1557 | 2.7496 0.1833 | Time: 2.9519
Epoch: 0002 | TRAIN: 3.8076 0.0757 | 2.5880 0.1989 | 2.6005 0.2218 | Time: 40.4642 | VAL: 4.9705 0.0399 | 4.5525 0.0562 | 2.6431 0.1879 | Time: 2.4774 | TEST: 4.7578 0.0496 | 4.1487 0.0902 | 2.6003 0.1889 | Time: 2.8899
Epoch: 0003 | TRAIN: 3.6263 0.0956 | 2.1049 0.3191 | 2.1970 0.2975 | Time: 40.5053 | VAL: 5.4716 0.0489 | 6.7084 0.0674 | 2.5588 0.2483 | Time: 2.5399 | TEST: 5.8215 0.0547 | 6.0206 0.1148 | 2.5787 0.2167 | Time: 2.9253
Epoch: 0004 | TRAIN: 3.5335 0.1208 | 1.7387 0.4393 | 1.8733 0.3834 | Time: 40.6008 | VAL: 5.3797 0.0725 | 7.5394 0.0674 | 2.2293 0.3154 | Time: 2.4306 | TEST: 5.1423 0.0667 | 6.8179 0.0902 | 2.1747 0.3444 | Time: 2.8931
Epoch: 0005 | TRAIN: 3.2560 0.1617 | 1.2352 0.5835 | 1.5426 0.5108 | Time: 40.3841 | VAL: 5.1137 0.0453 | 8.0369 0.1798 | 1.9115 0.4094 | Time: 2.4592 | TEST: 5.0870 0.0427 | 7.4745 0.1885 | 2.0646 0.4056 | Time: 2.8872
Epoch: 0006 | TRAIN: 3.0655 0.1953 | 0.7607 0.7374 | 1.1095 0.6382 | Time: 40.6306 | VAL: 4.4492 0.1087 | 8.1351 0.1798 | 1.8115 0.4832 | Time: 2.5470 | TEST: 4.3023 0.1077 | 7.0803 0.2049 | 2.0075 0.4111 | Time: 3.2653
Epoch: 0007 | TRAIN: 2.8463 0.2452 | 0.5676 0.8161 | 0.7694 0.7548 | Time: 40.5390 | VAL: 4.7069 0.0851 | 7.4873 0.1573 | 1.8561 0.4698 | Time: 2.5166 | TEST: 4.6127 0.0923 | 5.9093 0.2049 | 2.0176 0.4833 | Time: 2.9211
Epoch: 0008 | TRAIN: 2.6345 0.2782 | 0.3273 0.8996 | 0.5862 0.7999 | Time: 40.5807 | VAL: 6.2117 0.1069 | 6.5242 0.1685 | 1.4917 0.6107 | Time: 2.4214 | TEST: 6.1693 0.0991 | 5.6312 0.2459 | 1.4407 0.6222 | Time: 2.8793
Epoch: 0009 | TRAIN: 2.4686 0.3215 | 0.2248 0.9393 | 0.3832 0.8828 | Time: 41.2794 | VAL: 6.4554 0.1087 | 7.0057 0.1910 | 1.4152 0.6577 | Time: 2.4301 | TEST: 6.4781 0.1111 | 6.1120 0.2295 | 1.5239 0.5722 | Time: 2.8565
Epoch: 0010 | TRAIN: 2.3279 0.3462 | 0.1369 0.9663 | 0.2570 0.9291 | Time: 39.7099 | VAL: 5.1222 0.1322 | 7.2046 0.2247 | 1.4998 0.6040 | Time: 2.4694 | TEST: 5.2375 0.1060 | 5.7171 0.2951 | 1.7271 0.5833 | Time: 2.8624
